dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1483228800,2017-01-01 00:00:00 +0000 UTC,3156529,,,,278.64,278.15,279.15,1004,,,75,2,250,,,,,,,,,48,802,Clouds,scattered clouds,03n
1483232400,2017-01-01 01:00:00 +0000 UTC,3156529,,,,278.15,278.15,278.15,1004,,,80,2,240,,,,,,,,,48,802,Clouds,scattered clouds,03n
1483236000,2017-01-01 02:00:00 +0000 UTC,3156529,,,,278.15,278.15,278.15,1003,,,80,3,240,,,,,,,,,44,802,Clouds,scattered clouds,03n
1483239600,2017-01-01 03:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1003,,,80,2,250,,,,,,,,,44,802,Clouds,scattered clouds,03n
1483243200,2017-01-01 04:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1003,,,80,2,240,,,,,,,,,44,802,Clouds,scattered clouds,03n
1483246800,2017-01-01 05:00:00 +0000 UTC,3156529,,,,276.18,275.15,277.15,1003,,,83,2,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483250400,2017-01-01 06:00:00 +0000 UTC,3156529,,,,275.18,274.15,276.15,1004,,,86,1,10,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483254000,2017-01-01 07:00:00 +0000 UTC,3156529,,,,275.63,275.15,276.15,1004,,,59,2,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483257600,2017-01-01 08:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,1004,,,64,1,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483261200,2017-01-01 09:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,1005,,,64,1,250,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483264800,2017-01-01 10:00:00 +0000 UTC,3156529,,,,273.3,272.15,274.15,1005,,,74,1,330,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483268400,2017-01-01 11:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,1006,,,59,1,290,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483272000,2017-01-01 12:00:00 +0000 UTC,3156529,,,,276.63,276.15,277.15,1006,,,51,1,250,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483275600,2017-01-01 13:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1006,,,55,2,280,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483279200,2017-01-01 14:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1007,,,55,3,310,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483282800,2017-01-01 15:00:00 +0000 UTC,3156529,,,,276.66,276.15,277.15,1008,,,59,3,340,,,,,,,,,8,800,Clear,sky is clear,02n
1483286400,2017-01-01 16:00:00 +0000 UTC,3156529,,,,276.63,276.15,277.15,1008,,,51,6,350,,,,,,,,,8,800,Clear,sky is clear,02n
1483290000,2017-01-01 17:00:00 +0000 UTC,3156529,,,,276.71,276.15,277.15,1008,,,55,5,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483293600,2017-01-01 18:00:00 +0000 UTC,3156529,,,,276.67,276.15,277.15,1009,,,55,5,360,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483297200,2017-01-01 19:00:00 +0000 UTC,3156529,,,,276.67,276.15,277.15,1011,,,51,5,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483300800,2017-01-01 20:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,1012,,,47,6,340,,,,,,,,,8,800,Clear,sky is clear,02n
1483304400,2017-01-01 21:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,1012,,,51,7,350,,,,,,,,,8,800,Clear,sky is clear,02n
1483308000,2017-01-01 22:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,1012,,,47,5,350,,,,,,,,,8,800,Clear,sky is clear,02n
1483311600,2017-01-01 23:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,1013,,,50,4,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483315200,2017-01-02 00:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,1013,,,90,4,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483318800,2017-01-02 01:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1013,,,54,1,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483322400,2017-01-02 02:00:00 +0000 UTC,3156529,,,,271.67,271.15,272.15,1013,,,58,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483326000,2017-01-02 03:00:00 +0000 UTC,3156529,,,,271.63,271.15,272.15,1013,,,54,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483329600,2017-01-02 04:00:00 +0000 UTC,3156529,,,,272.18,271.15,273.15,1013,,,58,3,310,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483333200,2017-01-02 05:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1013,,,54,2,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483336800,2017-01-02 06:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1012,,,54,2,310,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483340400,2017-01-02 07:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1012,,,58,3,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483344000,2017-01-02 08:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1012,,,58,3,310,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483347600,2017-01-02 09:00:00 +0000 UTC,3156529,,,,272.63,272.15,273.15,1012,,,94,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483351200,2017-01-02 10:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1012,,,58,2,330,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483354800,2017-01-02 11:00:00 +0000 UTC,3156529,,,,272.7,271.15,274.15,1012,,,68,1,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483358400,2017-01-02 12:00:00 +0000 UTC,3156529,,,,273.15,273.15,273.15,1012,,,87,2,280,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483362000,2017-01-02 13:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,1012,,,87,1,290,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483365600,2017-01-02 14:00:00 +0000 UTC,3156529,,,,273.66,273.15,274.15,1012,,,95,2,300,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483369200,2017-01-02 15:00:00 +0000 UTC,3156529,,,,272.64,272.15,273.15,1012,,,91,2,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483372800,2017-01-02 16:00:00 +0000 UTC,3156529,,,,272.63,272.15,273.15,1012,,,91,2,270,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483376400,2017-01-02 17:00:00 +0000 UTC,3156529,,,,271.67,271.15,272.15,1012,,,63,1,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483380000,2017-01-02 18:00:00 +0000 UTC,3156529,,,,269.7,268.15,271.15,1012,,,79,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483383600,2017-01-02 19:00:00 +0000 UTC,3156529,,,,269.7,268.15,271.15,1012,,,79,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483387200,2017-01-02 20:00:00 +0000 UTC,3156529,,,,269.7,268.15,271.15,1011,,,85,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483390800,2017-01-02 21:00:00 +0000 UTC,3156529,,,,268.67,268.15,269.15,1011,,,92,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483394400,2017-01-02 22:00:00 +0000 UTC,3156529,,,,268.7,267.15,270.15,1011,,,92,1,110,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483398000,2017-01-02 23:00:00 +0000 UTC,3156529,,,,269.22,267.15,271.15,1011,,,92,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483401600,2017-01-03 00:00:00 +0000 UTC,3156529,,,,270.18,269.15,271.15,1010,,,85,2,210,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483405200,2017-01-03 01:00:00 +0000 UTC,3156529,,,,269.7,268.15,271.15,1009,,,85,1,190,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483408800,2017-01-03 02:00:00 +0000 UTC,3156529,,,,269.7,268.15,271.15,1008,,,92,1,150,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483412400,2017-01-03 03:00:00 +0000 UTC,3156529,,,,269.7,268.15,271.15,1007,,,92,1,120,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483416000,2017-01-03 04:00:00 +0000 UTC,3156529,,,,270.21,268.15,272.15,1006,,,85,2,190,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483419600,2017-01-03 05:00:00 +0000 UTC,3156529,,,,270.22,268.15,272.15,1005,,,85,1,0,,,,,,,,,12,801,Clouds,few clouds,02n
1483423200,2017-01-03 06:00:00 +0000 UTC,3156529,,,,270.22,268.15,272.15,1004,,,92,1,0,,,,,,,,,12,801,Clouds,few clouds,02n
1483426800,2017-01-03 07:00:00 +0000 UTC,3156529,,,,272.18,271.15,273.15,1002,,,79,3,200,,,,,,,,,12,801,Clouds,few clouds,02n
1483430400,2017-01-03 08:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1001,,,74,3,210,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483434000,2017-01-03 09:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1000,,,80,2,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483437600,2017-01-03 10:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,998,,,100,3,170,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483441200,2017-01-03 11:00:00 +0000 UTC,3156529,,,,274.67,274.15,275.15,996,,,80,3,190,0.9,,,,,,,,75,600,Snow,light snow,13d
1483441200,2017-01-03 11:00:00 +0000 UTC,3156529,,,,274.67,274.15,275.15,996,,,80,3,190,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1483444800,2017-01-03 12:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,994,,,93,3,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483448400,2017-01-03 13:00:00 +0000 UTC,3156529,,,,275.63,275.15,276.15,991,,,86,4,200,,,,,,,,,20,801,Clouds,few clouds,02d
1483452000,2017-01-03 14:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,990,,,88,3,220,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483455600,2017-01-03 15:00:00 +0000 UTC,3156529,,,,274.64,274.15,275.15,988,,,83,4,230,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483459200,2017-01-03 16:00:00 +0000 UTC,3156529,,,,274.12,273.15,275.15,988,,,80,4,250,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483462800,2017-01-03 17:00:00 +0000 UTC,3156529,,,,276.67,276.15,277.15,987,,,64,5,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483466400,2017-01-03 18:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,987,,,51,5,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483470000,2017-01-03 19:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,987,,,47,4,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483473600,2017-01-03 20:00:00 +0000 UTC,3156529,,,,275.67,275.15,276.15,987,,,51,4,300,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483477200,2017-01-03 21:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,987,,,51,2,310,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483480800,2017-01-03 22:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,987,,,51,2,310,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483484400,2017-01-03 23:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,986,,,55,2,290,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483488000,2017-01-04 00:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,986,,,51,3,320,,,,,,,,,24,801,Clouds,few clouds,02n
1483491600,2017-01-04 01:00:00 +0000 UTC,3156529,,,,273.18,272.15,274.15,987,,,63,2,330,,,,,,,,,24,801,Clouds,few clouds,02n
1483495200,2017-01-04 02:00:00 +0000 UTC,3156529,,,,273.7,272.15,275.15,988,,,63,3,10,,,,,,,,,12,801,Clouds,few clouds,02n
1483498800,2017-01-04 03:00:00 +0000 UTC,3156529,,,,273.7,272.15,275.15,990,,,68,3,360,,,,,,,,,12,801,Clouds,few clouds,02n
1483502400,2017-01-04 04:00:00 +0000 UTC,3156529,,,,273.18,272.15,274.15,992,,,68,5,10,,,,,,,,,12,801,Clouds,few clouds,02n
1483506000,2017-01-04 05:00:00 +0000 UTC,3156529,,,,272.18,271.15,273.15,995,,,68,7,360,,,,,,,,,20,801,Clouds,few clouds,02n
1483509600,2017-01-04 06:00:00 +0000 UTC,3156529,,,,271.67,271.15,272.15,997,,,68,6,10,,,,,,,,,20,801,Clouds,few clouds,02n
1483513200,2017-01-04 07:00:00 +0000 UTC,3156529,,,,271.67,271.15,272.15,998,,,68,5,10,,,,,,,,,20,801,Clouds,few clouds,02n
1483516800,2017-01-04 08:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1000,,,63,5,350,,,,,,,,,75,803,Clouds,broken clouds,04n
1483520400,2017-01-04 09:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1001,,,68,4,20,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1483524000,2017-01-04 10:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1003,,,63,3,10,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483527600,2017-01-04 11:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1004,,,42,8,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483531200,2017-01-04 12:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1005,,,42,6,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483534800,2017-01-04 13:00:00 +0000 UTC,3156529,,,,271.67,271.15,272.15,1007,,,50,9,20,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483538400,2017-01-04 14:00:00 +0000 UTC,3156529,,,,271.15,271.15,271.15,1009,,,58,7,360,,,,,,,,,75,803,Clouds,broken clouds,04d
1483542000,2017-01-04 15:00:00 +0000 UTC,3156529,,,,270.66,270.15,271.15,1011,,,73,7,10,,,,,,,,,75,600,Snow,light snow,13n
1483545600,2017-01-04 16:00:00 +0000 UTC,3156529,,,,270.15,270.15,270.15,1012,,,73,6,10,,,,,,,,,75,600,Snow,light snow,13n
1483549200,2017-01-04 17:00:00 +0000 UTC,3156529,,,,270.15,270.15,270.15,1014,,,73,6,10,,,,,,,,,75,803,Clouds,broken clouds,04n
1483552800,2017-01-04 18:00:00 +0000 UTC,3156529,,,,269.59,269.15,270.15,1015,,,73,6,20,,,,,,,,,75,600,Snow,light snow,13n
1483556400,2017-01-04 19:00:00 +0000 UTC,3156529,,,,269.15,269.15,269.15,1017,,,73,5,10,,,,,,,,,0,600,Snow,light snow,13n
1483560000,2017-01-04 20:00:00 +0000 UTC,3156529,,,,268.15,268.15,268.15,1019,,,73,5,10,,,,,,,,,75,600,Snow,light snow,13n
1483563600,2017-01-04 21:00:00 +0000 UTC,3156529,,,,268.15,268.15,268.15,1021,,,73,6,10,,,,,,,,,56,600,Snow,light snow,13n
1483567200,2017-01-04 22:00:00 +0000 UTC,3156529,,,,268.15,268.15,268.15,1023,,,73,5,10,,,,,,,,,56,600,Snow,light snow,13n
1483570800,2017-01-04 23:00:00 +0000 UTC,3156529,,,,266.66,266.15,267.15,1025,,,79,4,10,,,,,,,,,36,600,Snow,light snow,13n
1483574400,2017-01-05 00:00:00 +0000 UTC,3156529,,,,266.67,266.15,267.15,1026,,,73,3,360,,,,,,,,,36,600,Snow,light snow,13n
1483578000,2017-01-05 01:00:00 +0000 UTC,3156529,,,,265.67,265.15,266.15,1027,,,78,4,10,,,,,,,,,36,802,Clouds,scattered clouds,03n
1483581600,2017-01-05 02:00:00 +0000 UTC,3156529,,,,265.18,264.15,266.15,1028,,,78,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483585200,2017-01-05 03:00:00 +0000 UTC,3156529,,,,265.18,264.15,266.15,1030,,,72,3,10,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483588800,2017-01-05 04:00:00 +0000 UTC,3156529,,,,263.67,263.15,264.15,1031,,,78,2,10,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483592400,2017-01-05 05:00:00 +0000 UTC,3156529,,,,263.67,263.15,264.15,1032,,,72,2,20,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483596000,2017-01-05 06:00:00 +0000 UTC,3156529,,,,263.18,262.15,264.15,1032,,,78,3,10,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483599600,2017-01-05 07:00:00 +0000 UTC,3156529,,,,262.15,262.15,262.15,1034,,,78,2,10,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483603200,2017-01-05 08:00:00 +0000 UTC,3156529,,,,261.670015625,261.15,262.15,1034,,,85,1,20,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483606800,2017-01-05 09:00:00 +0000 UTC,3156529,,,,261.670015625,261.15,262.15,1035,,,85,2,60,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483610400,2017-01-05 10:00:00 +0000 UTC,3156529,,,,262.15,262.15,262.15,1035,,,78,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483614000,2017-01-05 11:00:00 +0000 UTC,3156529,,,,262.67,262.15,263.15,1036,,,78,1,50,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483617600,2017-01-05 12:00:00 +0000 UTC,3156529,,,,264.15,264.15,264.15,1036,,,66,1,50,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483621200,2017-01-05 13:00:00 +0000 UTC,3156529,,,,265.15,265.15,265.15,1037,,,67,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483624800,2017-01-05 14:00:00 +0000 UTC,3156529,,,,265.15,265.15,265.15,1037,,,67,1,120,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483628400,2017-01-05 15:00:00 +0000 UTC,3156529,,,,263.67,263.15,264.15,1038,,,72,2,130,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483632000,2017-01-05 16:00:00 +0000 UTC,3156529,,,,263.15,263.15,263.15,1038,,,72,2,160,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483635600,2017-01-05 17:00:00 +0000 UTC,3156529,,,,262.7,261.15,264.15,1038,,,78,3,120,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483639200,2017-01-05 18:00:00 +0000 UTC,3156529,,,,262.7,261.15,264.15,1038,,,78,3,120,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483642800,2017-01-05 19:00:00 +0000 UTC,3156529,,,,262.7,261.15,264.15,1038,,,78,1,120,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483646400,2017-01-05 20:00:00 +0000 UTC,3156529,,,,263.7,262.15,265.15,1038,,,85,4,130,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483650000,2017-01-05 21:00:00 +0000 UTC,3156529,,,,264.18,263.15,265.15,1038,,,85,3,150,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483653600,2017-01-05 22:00:00 +0000 UTC,3156529,,,,264.18,263.15,265.15,1038,,,85,2,140,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483657200,2017-01-05 23:00:00 +0000 UTC,3156529,,,,264.7,263.15,266.15,1038,,,85,3,140,,,,,,,,,12,801,Clouds,few clouds,02n
1483660800,2017-01-06 00:00:00 +0000 UTC,3156529,,,,264.7,263.15,266.15,1038,,,85,3,140,,,,,,,,,12,801,Clouds,few clouds,02n
1483664400,2017-01-06 01:00:00 +0000 UTC,3156529,,,,264.18,263.15,265.15,1037,,,78,2,140,,,,,,,,,12,801,Clouds,few clouds,02n
1483668000,2017-01-06 02:00:00 +0000 UTC,3156529,,,,266.6,265.15,268.15,1037,,,53,3,220,,,,,,,,,20,801,Clouds,few clouds,02n
1483671600,2017-01-06 03:00:00 +0000 UTC,3156529,,,,267.6,266.15,269.15,1036,,,49,4,210,,,,,,,,,20,801,Clouds,few clouds,02n
1483675200,2017-01-06 04:00:00 +0000 UTC,3156529,,,,267.09,265.15,269.15,1036,,,58,4,230,,,,,,,,,20,801,Clouds,few clouds,02n
1483678800,2017-01-06 05:00:00 +0000 UTC,3156529,,,,266.09,264.15,268.15,1036,,,53,3,230,,,,,,,,,8,800,Clear,sky is clear,02n
1483682400,2017-01-06 06:00:00 +0000 UTC,3156529,,,,268.12,267.15,269.15,1035,,,62,3,230,,,,,,,,,8,800,Clear,sky is clear,02n
1483686000,2017-01-06 07:00:00 +0000 UTC,3156529,,,,269.12,268.15,270.15,1035,,,68,4,230,,,,,,,,,8,800,Clear,sky is clear,02n
1483689600,2017-01-06 08:00:00 +0000 UTC,3156529,,,,270.63,270.15,271.15,1034,,,74,5,240,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483693200,2017-01-06 09:00:00 +0000 UTC,3156529,,,,271.15,271.15,271.15,1034,,,74,4,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1483696800,2017-01-06 10:00:00 +0000 UTC,3156529,,,,272.15,272.15,272.15,1034,,,80,4,230,,,,,,,,,75,803,Clouds,broken clouds,04d
1483700400,2017-01-06 11:00:00 +0000 UTC,3156529,,,,273.15,273.15,273.15,1033,,,100,6,220,,,,,,,,,75,803,Clouds,broken clouds,04d
1483704000,2017-01-06 12:00:00 +0000 UTC,3156529,,,,273.15,273.15,273.15,1032,,,100,7,210,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1483707600,2017-01-06 13:00:00 +0000 UTC,3156529,,,,272.63,272.15,273.15,1032,,,100,4,250,,,,,,,,,90,600,Snow,light snow,13d
1483711200,2017-01-06 14:00:00 +0000 UTC,3156529,,,,271.63,271.15,272.15,1031,,,86,4,230,,,,,,,,,75,600,Snow,light snow,13d
1483714800,2017-01-06 15:00:00 +0000 UTC,3156529,,,,271.63,271.15,272.15,1030,,,92,3,220,,,,,,,,,75,600,Snow,light snow,13d
1483718400,2017-01-06 16:00:00 +0000 UTC,3156529,,,,273.15,273.15,273.15,1028,,,100,8,210,,,,,,,,,90,600,Snow,light snow,13n
1483722000,2017-01-06 17:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,1027,,,100,8,210,,,,,,,,,90,600,Snow,light snow,13n
1483725600,2017-01-06 18:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,1026,,,100,9,200,,,,,,,,,90,600,Snow,light snow,13n
1483729200,2017-01-06 19:00:00 +0000 UTC,3156529,,,,275.15,275.15,275.15,1025,,,93,9,200,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1483732800,2017-01-06 20:00:00 +0000 UTC,3156529,,,,275.63,275.15,276.15,1024,,,93,10,210,,,,,,,,,92,300,Drizzle,light intensity drizzle,09n
1483736400,2017-01-06 21:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,1022,,,93,11,200,,,,,,,,,92,300,Drizzle,light intensity drizzle,09n
1483740000,2017-01-06 22:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,1022,,,93,11,210,,,,,,,,,92,300,Drizzle,light intensity drizzle,09n
1483743600,2017-01-06 23:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,1021,,,93,9,200,0.3,,,,,,,,80,500,Rain,light rain,10n
1483743600,2017-01-06 23:00:00 +0000 UTC,3156529,,,,276.15,276.15,276.15,1021,,,93,9,200,0.3,,,,,,,,80,301,Drizzle,drizzle,09n
1483747200,2017-01-07 00:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1020,,,93,8,200,,,,,,,,,80,701,Mist,mist,50n
1483750800,2017-01-07 01:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1019,,,93,9,210,,,,,,,,,80,300,Drizzle,light intensity drizzle,09n
1483754400,2017-01-07 02:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1018,,,100,5,210,,,,,,,,,32,701,Mist,mist,50n
1483758000,2017-01-07 03:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1017,,,100,2,220,,,,,,,,,32,701,Mist,mist,50n
1483761600,2017-01-07 04:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1016,,,100,4,210,0.3,,,,,,,,32,500,Rain,light rain,10n
1483765200,2017-01-07 05:00:00 +0000 UTC,3156529,,,,277.15,277.15,277.15,1016,,,93,1,220,,,,,,,,,20,801,Clouds,few clouds,02n
1483768800,2017-01-07 06:00:00 +0000 UTC,3156529,,,,275.63,275.15,276.15,1016,,,100,2,200,,,,,,,,,20,741,Fog,fog,50n
1483772400,2017-01-07 07:00:00 +0000 UTC,3156529,,,,274.18,273.15,275.15,1017,,,93,1,0,,,,,,,,,20,741,Fog,fog,50n
1483776000,2017-01-07 08:00:00 +0000 UTC,3156529,,,,275.21,273.15,277.15,1018,,,95,2,50,,,,,,,,,20,741,Fog,fog,50n
1483779600,2017-01-07 09:00:00 +0000 UTC,3156529,,,,275.18,274.15,276.15,1019,,,95,3,20,,,,,,,,,20,600,Snow,light snow,13d
1483783200,2017-01-07 10:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,1020,,,95,2,30,,,,,,,,,90,741,Fog,fog,50d
1483786800,2017-01-07 11:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,1021,,,91,2,340,,,,,,,,,90,741,Fog,fog,50d
1483790400,2017-01-07 12:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,1021,,,91,1,300,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483794000,2017-01-07 13:00:00 +0000 UTC,3156529,,,,274.67,274.15,275.15,1022,,,91,3,340,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483797600,2017-01-07 14:00:00 +0000 UTC,3156529,,,,274.67,274.15,275.15,1022,,,86,4,350,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483801200,2017-01-07 15:00:00 +0000 UTC,3156529,,,,274.15,274.15,274.15,1023,,,86,2,350,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483804800,2017-01-07 16:00:00 +0000 UTC,3156529,,,,273.67,273.15,274.15,1024,,,100,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483808400,2017-01-07 17:00:00 +0000 UTC,3156529,,,,272.67,272.15,273.15,1024,,,92,2,320,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483812000,2017-01-07 18:00:00 +0000 UTC,3156529,,,,272.18,271.15,273.15,1025,,,92,1,50,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483815600,2017-01-07 19:00:00 +0000 UTC,3156529,,,,271.67,271.15,272.15,1025,,,100,1,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483819200,2017-01-07 20:00:00 +0000 UTC,3156529,,,,271.18,270.15,272.15,1026,,,100,0,0,,,,,,,,,36,802,Clouds,scattered clouds,03n
1483822800,2017-01-07 21:00:00 +0000 UTC,3156529,,,,271.18,270.15,272.15,1026,,,92,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483826400,2017-01-07 22:00:00 +0000 UTC,3156529,,,,271.15,271.15,271.15,1026,,,92,0,0,,,,,,,,,36,741,Fog,fog,50n
