dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1499094000,2017-07-03 15:00:00 +0000 UTC,3156529,,,,292.67,292.15,293.15,1005,,,55,7,190,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499097600,2017-07-03 16:00:00 +0000 UTC,3156529,,,,293.15,293.15,293.15,1005,,,56,6,190,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499101200,2017-07-03 17:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1005,,,52,6,210,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499104800,2017-07-03 18:00:00 +0000 UTC,3156529,,,,291.12,290.15,292.15,1004,,,52,5,220,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499108400,2017-07-03 19:00:00 +0000 UTC,3156529,,,,291.26,290.15,292.15,1004,,,55,1,0,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499112000,2017-07-03 20:00:00 +0000 UTC,3156529,,,,288.72,288.15,289.15,1006,,,67,4,40,,,,,,,,,68,211,Thunderstorm,proximity thunderstorm,11d
1499115600,2017-07-03 21:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1006,,,76,4,50,0.9,,,,,,,,68,521,Rain,proximity shower rain,09d
1499119200,2017-07-03 22:00:00 +0000 UTC,3156529,,,,285.7,284.15,287.15,1007,,,87,2,330,0.9,,,,,,,,68,521,Rain,proximity shower rain,09n
1499122800,2017-07-03 23:00:00 +0000 UTC,3156529,,,,284.67,284.15,285.15,1007,,,93,2,340,,,,,,,,,44,802,Clouds,scattered clouds,03n
1499126400,2017-07-04 00:00:00 +0000 UTC,3156529,,,,284.67,284.15,285.15,1008,,,93,0,0,,,,,,,,,44,802,Clouds,scattered clouds,03n
1499130000,2017-07-04 01:00:00 +0000 UTC,3156529,,,,285.15,285.15,285.15,1008,,,87,2,330,,,,,,,,,44,802,Clouds,scattered clouds,03n
1499133600,2017-07-04 02:00:00 +0000 UTC,3156529,,,,284.63,284.15,285.15,1009,,,81,4,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499137200,2017-07-04 03:00:00 +0000 UTC,3156529,,,,284.15,284.15,284.15,1009,,,81,4,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499140800,2017-07-04 04:00:00 +0000 UTC,3156529,,,,284.15,284.15,284.15,1010,,,81,3,10,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499144400,2017-07-04 05:00:00 +0000 UTC,3156529,,,,285.15,285.15,285.15,1011,,,76,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499148000,2017-07-04 06:00:00 +0000 UTC,3156529,,,,286.15,286.15,286.15,1012,,,66,3,10,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499151600,2017-07-04 07:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1012,,,54,4,350,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499155200,2017-07-04 08:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1013,,,50,6,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499158800,2017-07-04 09:00:00 +0000 UTC,3156529,,,,288.63,288.15,289.15,1013,,,48,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499162400,2017-07-04 10:00:00 +0000 UTC,3156529,,,,289.12,288.15,290.15,1013,,,48,4,320,0.3,,,,,,,,0,520,Rain,light intensity shower rain,09d
1499166000,2017-07-04 11:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1013,,,45,4,320,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499169600,2017-07-04 12:00:00 +0000 UTC,3156529,,,,290.64,290.15,291.15,1013,,,42,2,310,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499173200,2017-07-04 13:00:00 +0000 UTC,3156529,,,,288.05,285.15,291.15,1013,,,42,4,300,0.9,,,,,,,,40,521,Rain,proximity shower rain,09d
1499176800,2017-07-04 14:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1014,,,55,5,260,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499180400,2017-07-04 15:00:00 +0000 UTC,3156529,,,,291.12,290.15,292.15,1013,,,48,4,240,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499184000,2017-07-04 16:00:00 +0000 UTC,3156529,,,,291.12,290.15,292.15,1013,,,48,5,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499187600,2017-07-04 17:00:00 +0000 UTC,3156529,,,,291.12,290.15,292.15,1013,,,48,4,240,,,,,,,,,20,801,Clouds,few clouds,02d
1499191200,2017-07-04 18:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1013,,,59,5,190,,,,,,,,,20,801,Clouds,few clouds,02d
1499194800,2017-07-04 19:00:00 +0000 UTC,3156529,,,,289.12,288.15,290.15,1013,,,59,3,190,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499198400,2017-07-04 20:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1014,,,67,2,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499202000,2017-07-04 21:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1014,,,67,2,210,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499205600,2017-07-04 22:00:00 +0000 UTC,3156529,,,,286.12,285.15,287.15,1014,,,71,2,220,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499209200,2017-07-04 23:00:00 +0000 UTC,3156529,,,,286.63,286.15,287.15,1014,,,71,2,240,,,,,,,,,24,801,Clouds,few clouds,02n
1499212800,2017-07-05 00:00:00 +0000 UTC,3156529,,,,284.18,283.15,285.15,1014,,,87,2,70,,,,,,,,,24,801,Clouds,few clouds,02n
1499216400,2017-07-05 01:00:00 +0000 UTC,3156529,,,,284.15,284.15,284.15,1014,,,87,1,120,,,,,,,,,24,801,Clouds,few clouds,02n
1499220000,2017-07-05 02:00:00 +0000 UTC,3156529,,,,283.15,283.15,283.15,1014,,,93,1,0,0.3,,,,,,,,92,500,Rain,light rain,10n
1499223600,2017-07-05 03:00:00 +0000 UTC,3156529,,,,282.67,282.15,283.15,1014,,,93,1,0,0.3,,,,,,,,92,500,Rain,light rain,10d
1499227200,2017-07-05 04:00:00 +0000 UTC,3156529,,,,283.67,283.15,284.15,1015,,,93,3,360,0.3,,,,,,,,92,500,Rain,light rain,10d
1499230800,2017-07-05 05:00:00 +0000 UTC,3156529,,,,284.15,284.15,284.15,1015,,,87,2,340,0.3,,,,,,,,20,500,Rain,light rain,10d
1499234400,2017-07-05 06:00:00 +0000 UTC,3156529,,,,285.67,285.15,286.15,1015,,,76,3,20,0.3,,,,,,,,20,500,Rain,light rain,10d
1499238000,2017-07-05 07:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1015,,,67,4,30,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499241600,2017-07-05 08:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1016,,,54,6,40,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499245200,2017-07-05 09:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1016,,,51,3,30,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499248800,2017-07-05 10:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1016,,,51,4,70,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499252400,2017-07-05 11:00:00 +0000 UTC,3156529,,,,290.12,289.15,291.15,1016,,,45,2,20,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499256000,2017-07-05 12:00:00 +0000 UTC,3156529,,,,292.12,291.15,293.15,1016,,,40,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499259600,2017-07-05 13:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1016,,,37,2,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499263200,2017-07-05 14:00:00 +0000 UTC,3156529,,,,292.12,291.15,293.15,1015,,,32,2,0,0.9,,,,,,,,0,521,Rain,proximity shower rain,09d
1499266800,2017-07-05 15:00:00 +0000 UTC,3156529,,,,293.12,292.15,294.15,1015,,,30,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499270400,2017-07-05 16:00:00 +0000 UTC,3156529,,,,293.63,293.15,294.15,1015,,,28,2,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499274000,2017-07-05 17:00:00 +0000 UTC,3156529,,,,293.12,292.15,294.15,1015,,,28,2,10,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499277600,2017-07-05 18:00:00 +0000 UTC,3156529,,,,293.12,292.15,294.15,1015,,,26,2,360,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499281200,2017-07-05 19:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1015,,,36,1,90,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499284800,2017-07-05 20:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1015,,,67,2,180,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499288400,2017-07-05 21:00:00 +0000 UTC,3156529,,,,288.63,288.15,289.15,1016,,,63,2,220,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499292000,2017-07-05 22:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1016,,,62,2,220,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499295600,2017-07-05 23:00:00 +0000 UTC,3156529,,,,286.67,286.15,287.15,1016,,,71,1,280,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499299200,2017-07-06 00:00:00 +0000 UTC,3156529,,,,285.18,284.15,286.15,1016,,,87,1,60,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499302800,2017-07-06 01:00:00 +0000 UTC,3156529,,,,284.67,284.15,285.15,1016,,,87,1,90,,,,,,,,,0,800,Clear,Sky is Clear,01n
1499306400,2017-07-06 02:00:00 +0000 UTC,3156529,,,,283.67,283.15,284.15,1017,,,87,2,120,,,,,,,,,32,802,Clouds,scattered clouds,03n
1499310000,2017-07-06 03:00:00 +0000 UTC,3156529,,,,282.63,282.15,283.15,1017,,,87,1,0,,,,,,,,,32,802,Clouds,scattered clouds,03d
1499313600,2017-07-06 04:00:00 +0000 UTC,3156529,,,,282.63,282.15,283.15,1017,,,93,1,60,,,,,,,,,32,802,Clouds,scattered clouds,03d
1499317200,2017-07-06 05:00:00 +0000 UTC,3156529,,,,284.6,283.15,286.15,1017,,,82,2,80,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499320800,2017-07-06 06:00:00 +0000 UTC,3156529,,,,287.6,286.15,289.15,1017,,,67,3,110,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499324400,2017-07-06 07:00:00 +0000 UTC,3156529,,,,289.64,289.15,290.15,1018,,,63,3,130,,,,,,,,,20,801,Clouds,few clouds,02d
1499328000,2017-07-06 08:00:00 +0000 UTC,3156529,,,,290.58,290.15,291.15,1018,,,68,3,200,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499331600,2017-07-06 09:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1018,,,68,4,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499335200,2017-07-06 10:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1018,,,68,5,210,,,,,,,,,20,801,Clouds,few clouds,02d
1499338800,2017-07-06 11:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1018,,,55,5,190,,,,,,,,,20,801,Clouds,few clouds,02d
1499342400,2017-07-06 12:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1017,,,63,5,210,,,,,,,,,20,801,Clouds,few clouds,02d
1499346000,2017-07-06 13:00:00 +0000 UTC,3156529,,,,290.67,290.15,291.15,1017,,,72,6,200,,,,,,,,,20,801,Clouds,few clouds,02d
1499349600,2017-07-06 14:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1017,,,72,7,190,,,,,,,,,20,801,Clouds,few clouds,02d
1499353200,2017-07-06 15:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1017,,,67,7,190,,,,,,,,,20,801,Clouds,few clouds,02d
1499356800,2017-07-06 16:00:00 +0000 UTC,3156529,,,,289.67,289.15,290.15,1016,,,77,6,190,,,,,,,,,75,803,Clouds,broken clouds,04d
1499360400,2017-07-06 17:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1016,,,72,6,170,,,,,,,,,75,803,Clouds,broken clouds,04d
1499364000,2017-07-06 18:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1015,,,77,6,170,,,,,,,,,75,803,Clouds,broken clouds,04d
1499367600,2017-07-06 19:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1015,,,77,5,170,,,,,,,,,75,803,Clouds,broken clouds,04d
1499371200,2017-07-06 20:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1015,,,77,4,170,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499374800,2017-07-06 21:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1015,,,82,4,160,,,,,,,,,80,803,Clouds,broken clouds,04d
1499378400,2017-07-06 22:00:00 +0000 UTC,3156529,,,,286.15,286.15,286.15,1015,,,82,3,150,,,,,,,,,80,803,Clouds,broken clouds,04n
1499382000,2017-07-06 23:00:00 +0000 UTC,3156529,,,,286.15,286.15,286.15,1014,,,82,4,150,,,,,,,,,80,803,Clouds,broken clouds,04n
1499385600,2017-07-07 00:00:00 +0000 UTC,3156529,,,,285.67,285.15,286.15,1014,,,87,3,140,,,,,,,,,80,803,Clouds,broken clouds,04n
1499389200,2017-07-07 01:00:00 +0000 UTC,3156529,,,,286.67,286.15,287.15,1014,,,82,3,160,,,,,,,,,80,803,Clouds,broken clouds,04n
1499392800,2017-07-07 02:00:00 +0000 UTC,3156529,,,,286.15,286.15,286.15,1013,,,82,3,170,,,,,,,,,80,803,Clouds,broken clouds,04n
1499396400,2017-07-07 03:00:00 +0000 UTC,3156529,,,,286.15,286.15,286.15,1013,,,82,3,150,,,,,,,,,80,803,Clouds,broken clouds,04d
1499400000,2017-07-07 04:00:00 +0000 UTC,3156529,,,,286.15,286.15,286.15,1013,,,87,3,160,,,,,,,,,80,803,Clouds,broken clouds,04d
1499403600,2017-07-07 05:00:00 +0000 UTC,3156529,,,,286.63,286.15,287.15,1013,,,82,3,160,,,,,,,,,44,802,Clouds,scattered clouds,03d
1499407200,2017-07-07 06:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1013,,,82,3,170,,,,,,,,,44,802,Clouds,scattered clouds,03d
1499410800,2017-07-07 07:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1013,,,72,4,180,,,,,,,,,75,803,Clouds,broken clouds,04d
1499414400,2017-07-07 08:00:00 +0000 UTC,3156529,,,,290.18,289.15,291.15,1013,,,72,4,160,,,,,,,,,75,803,Clouds,broken clouds,04d
1499418000,2017-07-07 09:00:00 +0000 UTC,3156529,,,,290.64,290.15,291.15,1013,,,63,4,140,,,,,,,,,75,803,Clouds,broken clouds,04d
1499421600,2017-07-07 10:00:00 +0000 UTC,3156529,,,,291.67,291.15,292.15,1012,,,59,4,150,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499425200,2017-07-07 11:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1012,,,59,4,150,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499428800,2017-07-07 12:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1012,,,52,4,170,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499432400,2017-07-07 13:00:00 +0000 UTC,3156529,,,,291.67,291.15,292.15,1012,,,59,5,200,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499436000,2017-07-07 14:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1012,,,68,6,190,,,,,,,,,40,802,Clouds,scattered clouds,03d
1499439600,2017-07-07 15:00:00 +0000 UTC,3156529,,,,290.72,290.15,291.15,1012,,,72,6,200,,,,,,,,,75,803,Clouds,broken clouds,04d
1499443200,2017-07-07 16:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1012,,,72,5,200,,,,,,,,,75,803,Clouds,broken clouds,04d
1499446800,2017-07-07 17:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1012,,,77,6,180,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499450400,2017-07-07 18:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1012,,,77,5,180,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499454000,2017-07-07 19:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1011,,,82,4,180,,,,,,,,,92,804,Clouds,overcast clouds,04d
1499457600,2017-07-07 20:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1011,,,82,4,170,0.3,,,,,,,,92,500,Rain,light rain,10d
1499461200,2017-07-07 21:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1011,,,82,4,170,0.3,,,,,,,,92,500,Rain,light rain,10d
1499464800,2017-07-07 22:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1011,,,82,3,160,0.3,,,,,,,,92,500,Rain,light rain,10n
1499468400,2017-07-07 23:00:00 +0000 UTC,3156529,,,,287.67,287.15,288.15,1010,,,87,3,170,0.3,,,,,,,,92,500,Rain,light rain,10n
1499472000,2017-07-08 00:00:00 +0000 UTC,3156529,,,,287.67,287.15,288.15,1010,,,93,3,150,0.3,,,,,,,,92,500,Rain,light rain,10n
1499475600,2017-07-08 01:00:00 +0000 UTC,3156529,,,,287.67,287.15,288.15,1009,,,93,3,150,0.3,,,,,,,,92,500,Rain,light rain,10n
1499479200,2017-07-08 02:00:00 +0000 UTC,3156529,,,,287.67,287.15,288.15,1009,,,93,3,150,0.3,,,,,,,,92,500,Rain,light rain,10n
1499482800,2017-07-08 03:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1008,,,93,3,160,0.3,,,,,,,,92,500,Rain,light rain,10d
1499486400,2017-07-08 04:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1008,,,93,2,170,0.3,,,,,,,,92,500,Rain,light rain,10d
1499490000,2017-07-08 05:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1007,,,100,2,180,0.3,,,,,,,,92,500,Rain,light rain,10d
1499493600,2017-07-08 06:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1007,,,93,1,190,0.3,,,,,,,,92,500,Rain,light rain,10d
1499497200,2017-07-08 07:00:00 +0000 UTC,3156529,,,,288.67,288.15,289.15,1007,,,93,2,220,0.3,,,,,,,,92,500,Rain,light rain,10d
1499500800,2017-07-08 08:00:00 +0000 UTC,3156529,,,,288.67,288.15,289.15,1007,,,93,2,230,0.3,,,,,,,,92,500,Rain,light rain,10d
1499504400,2017-07-08 09:00:00 +0000 UTC,3156529,,,,289.15,289.15,289.15,1007,,,87,2,200,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1499508000,2017-07-08 10:00:00 +0000 UTC,3156529,,,,291.66,291.15,292.15,1007,,,77,1,210,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1499511600,2017-07-08 11:00:00 +0000 UTC,3156529,,,,291.67,291.15,292.15,1007,,,77,1,0,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1499515200,2017-07-08 12:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1007,,,82,4,260,0.9,,,,,,,,40,521,Rain,proximity shower rain,09d
1499518800,2017-07-08 13:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1007,,,72,2,240,,,,,,,,,48,802,Clouds,scattered clouds,03d
1499522400,2017-07-08 14:00:00 +0000 UTC,3156529,,,,293.67,293.15,294.15,1007,,,72,2,0,,,,,,,,,68,803,Clouds,broken clouds,04d
1499526000,2017-07-08 15:00:00 +0000 UTC,3156529,,,,293.15,293.15,293.15,1007,,,68,5,190,,,,,,,,,68,211,Thunderstorm,proximity thunderstorm,11d
1499529600,2017-07-08 16:00:00 +0000 UTC,3156529,,,,293.67,293.15,294.15,1007,,,68,4,210,,,,,,,,,68,803,Clouds,broken clouds,04d
1499533200,2017-07-08 17:00:00 +0000 UTC,3156529,,,,293.67,293.15,294.15,1007,,,60,3,210,,,,,,,,,64,803,Clouds,broken clouds,04d
1499536800,2017-07-08 18:00:00 +0000 UTC,3156529,,,,292.63,292.15,293.15,1007,,,64,2,190,,,,,,,,,64,803,Clouds,broken clouds,04d
1499540400,2017-07-08 19:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1007,,,82,2,210,,,,,,,,,64,803,Clouds,broken clouds,04d
1499544000,2017-07-08 20:00:00 +0000 UTC,3156529,,,,290.63,290.15,291.15,1007,,,77,2,180,,,,,,,,,56,803,Clouds,broken clouds,04d
1499547600,2017-07-08 21:00:00 +0000 UTC,3156529,,,,288.63,288.15,289.15,1007,,,82,3,150,,,,,,,,,56,803,Clouds,broken clouds,04d
1499551200,2017-07-08 22:00:00 +0000 UTC,3156529,,,,287.15,287.15,287.15,1007,,,87,2,130,,,,,,,,,56,803,Clouds,broken clouds,04n
1499554800,2017-07-08 23:00:00 +0000 UTC,3156529,,,,286.63,286.15,287.15,1007,,,87,2,120,,,,,,,,,44,802,Clouds,scattered clouds,03n
1499558400,2017-07-09 00:00:00 +0000 UTC,3156529,,,,285.67,285.15,286.15,1007,,,93,1,80,,,,,,,,,44,802,Clouds,scattered clouds,03n
1499562000,2017-07-09 01:00:00 +0000 UTC,3156529,,,,285.15,285.15,285.15,1008,,,93,0,0,,,,,,,,,44,802,Clouds,scattered clouds,03n
1499565600,2017-07-09 02:00:00 +0000 UTC,3156529,,,,285.15,285.15,285.15,1007,,,100,2,110,,,,,,,,,36,802,Clouds,scattered clouds,03n
1499569200,2017-07-09 03:00:00 +0000 UTC,3156529,,,,285.12,284.15,286.15,1007,,,93,2,110,,,,,,,,,36,802,Clouds,scattered clouds,03d
1499572800,2017-07-09 04:00:00 +0000 UTC,3156529,,,,284.63,284.15,285.15,1007,,,100,2,110,,,,,,,,,36,802,Clouds,scattered clouds,03d
1499576400,2017-07-09 05:00:00 +0000 UTC,3156529,,,,285.63,285.15,286.15,1008,,,93,1,170,,,,,,,,,80,803,Clouds,broken clouds,04d
1499580000,2017-07-09 06:00:00 +0000 UTC,3156529,,,,286.12,285.15,287.15,1008,,,87,0,0,,,,,,,,,80,803,Clouds,broken clouds,04d
1499583600,2017-07-09 07:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1008,,,82,2,190,,,,,,,,,80,803,Clouds,broken clouds,04d
1499587200,2017-07-09 08:00:00 +0000 UTC,3156529,,,,290.15,290.15,290.15,1008,,,67,2,0,,,,,,,,,80,803,Clouds,broken clouds,04d
1499590800,2017-07-09 09:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1009,,,68,4,180,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499594400,2017-07-09 10:00:00 +0000 UTC,3156529,,,,291.66,291.15,292.15,1009,,,55,5,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499598000,2017-07-09 11:00:00 +0000 UTC,3156529,,,,291.67,291.15,292.15,1009,,,55,5,190,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499601600,2017-07-09 12:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1009,,,48,6,180,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499605200,2017-07-09 13:00:00 +0000 UTC,3156529,,,,292.15,292.15,292.15,1009,,,59,5,190,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499608800,2017-07-09 14:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1009,,,63,5,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1499612400,2017-07-09 15:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1009,,,68,5,210,,,,,,,,,12,801,Clouds,few clouds,02d
1499616000,2017-07-09 16:00:00 +0000 UTC,3156529,,,,291.15,291.15,291.15,1009,,,68,6,210,,,,,,,,,12,801,Clouds,few clouds,02d
1499619600,2017-07-09 17:00:00 +0000 UTC,3156529,,,,290.63,290.15,291.15,1009,,,68,4,200,0.9,,,,,,,,32,521,Rain,proximity shower rain,09d
1499623200,2017-07-09 18:00:00 +0000 UTC,3156529,,,,289.12,288.15,290.15,1009,,,67,4,220,0.9,,,,,,,,32,521,Rain,proximity shower rain,09d
1499626800,2017-07-09 19:00:00 +0000 UTC,3156529,,,,288.64,288.15,289.15,1009,,,77,4,200,,,,,,,,,32,802,Clouds,scattered clouds,03d
1499630400,2017-07-09 20:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1009,,,82,3,200,,,,,,,,,48,802,Clouds,scattered clouds,03d
1499634000,2017-07-09 21:00:00 +0000 UTC,3156529,,,,287.64,287.15,288.15,1009,,,82,3,190,,,,,,,,,48,802,Clouds,scattered clouds,03n
1499637600,2017-07-09 22:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,82,3,190,,,,,,,,,48,802,Clouds,scattered clouds,03n
1499641200,2017-07-09 23:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,82,3,200,,,,,,,,,32,802,Clouds,scattered clouds,03n
1499644800,2017-07-10 00:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,82,3,210,,,,,,,,,32,802,Clouds,scattered clouds,03n
1499648400,2017-07-10 01:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,82,3,200,,,,,,,,,32,802,Clouds,scattered clouds,03n
1499652000,2017-07-10 02:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,82,3,210,,,,,,,,,56,803,Clouds,broken clouds,04n
1499655600,2017-07-10 03:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,77,4,210,,,,,,,,,56,803,Clouds,broken clouds,04d
1499659200,2017-07-10 04:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,77,3,200,,,,,,,,,56,803,Clouds,broken clouds,04d
1499662800,2017-07-10 05:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,77,4,200,,,,,,,,,20,801,Clouds,few clouds,02d
1499666400,2017-07-10 06:00:00 +0000 UTC,3156529,,,,287.63,287.15,288.15,1009,,,77,4,200,,,,,,,,,20,801,Clouds,few clouds,02d
1499670000,2017-07-10 07:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1009,,,82,4,210,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499673600,2017-07-10 08:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1009,,,82,4,200,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499677200,2017-07-10 09:00:00 +0000 UTC,3156529,,,,288.67,288.15,289.15,1009,,,82,5,190,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499680800,2017-07-10 10:00:00 +0000 UTC,3156529,,,,288.63,288.15,289.15,1009,,,77,5,190,,,,,,,,,90,804,Clouds,overcast clouds,04d
1499684400,2017-07-10 11:00:00 +0000 UTC,3156529,,,,288.15,288.15,288.15,1009,,,82,6,180,0.9,,,,,,,,90,521,Rain,proximity shower rain,09d
1499688000,2017-07-10 12:00:00 +0000 UTC,3156529,,,,288.63,288.15,289.15,1009,,,77,5,180,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1499691600,2017-07-10 13:00:00 +0000 UTC,3156529,,,,288.63,288.15,289.15,1009,,,82,5,180,,,,,,,,,75,803,Clouds,broken clouds,04d
