Date,GF-Ferjeleia,GF-Glasshytta,GF-Isegran,GF-Kasernen,GF-Laboratoriegaten,GF-Magenta,GF-Mormors,GF-Pumpehuset,Totalt
2018-10-01 00:00:00,11,11,0,0,0,11,0,0,33
2018-10-01 01:00:00,0,0,0,0,0,11,0,0,11
2018-10-01 02:00:00,0,11,0,0,0,11,0,0,22
2018-10-01 03:00:00,0,0,0,0,0,0,0,0,0
2018-10-01 04:00:00,11,0,0,0,0,0,0,0,11
2018-10-01 05:00:00,23,0,0,0,0,0,0,0,23
2018-10-01 06:00:00,59,0,0,0,0,0,0,0,59
2018-10-01 07:00:00,118,0,0,0,0,11,0,0,129
2018-10-01 08:00:00,200,35,0,0,47,23,0,82,387
2018-10-01 09:00:00,94,23,0,0,0,11,0,0,128
2018-10-01 10:00:00,82,70,0,11,0,59,0,11,233
2018-10-01 11:00:00,106,118,0,0,0,11,0,35,270
2018-10-01 12:00:00,188,94,0,23,0,47,0,47,399
2018-10-01 13:00:00,295,106,0,0,0,47,0,59,507
2018-10-01 14:00:00,200,118,0,0,0,35,0,59,412
2018-10-01 15:00:00,413,82,0,11,0,47,0,70,623
2018-10-01 16:00:00,141,59,0,0,0,23,0,11,234
2018-10-01 17:00:00,129,106,0,0,0,11,0,0,246
2018-10-01 18:00:00,94,47,0,0,0,23,0,11,175
2018-10-01 19:00:00,106,11,0,0,0,35,0,47,199
2018-10-01 20:00:00,70,47,0,0,0,11,0,0,128
2018-10-01 21:00:00,23,11,0,0,0,0,0,0,34
2018-10-01 22:00:00,23,0,0,0,0,11,0,23,57
2018-10-01 23:00:00,11,0,0,0,0,0,0,0,11
2018-10-02 00:00:00,0,0,0,0,0,11,0,0,11
2018-10-02 01:00:00,0,0,0,0,0,0,0,0,0
2018-10-02 02:00:00,0,0,0,0,0,0,0,0,0
2018-10-02 03:00:00,11,0,0,0,0,0,0,0,11
2018-10-02 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-02 05:00:00,11,11,0,0,0,11,0,0,33
2018-10-02 06:00:00,118,0,0,0,0,0,0,0,118
2018-10-02 07:00:00,70,0,0,0,0,0,0,0,70
2018-10-02 08:00:00,82,0,0,11,0,0,0,59,152
2018-10-02 09:00:00,118,11,0,0,0,35,0,47,211
2018-10-02 10:00:00,70,59,0,0,11,11,0,23,174
2018-10-02 11:00:00,70,35,0,0,0,0,0,47,152
2018-10-02 12:00:00,82,35,0,11,0,11,35,23,197
2018-10-02 13:00:00,94,59,11,0,0,11,188,35,398
2018-10-02 14:00:00,82,23,11,11,11,11,47,11,207
2018-10-02 15:00:00,177,35,35,0,11,0,153,11,422
2018-10-02 16:00:00,118,11,23,11,11,11,70,23,278
2018-10-02 17:00:00,118,35,11,0,0,11,11,11,197
2018-10-02 18:00:00,35,47,0,0,0,23,129,23,257
2018-10-02 19:00:00,47,23,0,0,0,11,70,11,162
2018-10-02 20:00:00,0,11,0,0,0,23,11,35,80
2018-10-02 21:00:00,23,35,0,0,11,0,47,0,116
2018-10-02 22:00:00,47,0,0,0,0,0,0,0,47
2018-10-02 23:00:00,11,0,0,0,0,0,0,0,11
2018-10-03 00:00:00,0,0,0,0,0,0,11,0,11
2018-10-03 01:00:00,0,0,0,0,0,0,23,0,23
2018-10-03 02:00:00,0,0,0,0,0,0,11,0,11
2018-10-03 03:00:00,0,0,0,0,0,0,11,0,11
2018-10-03 04:00:00,0,0,0,0,0,0,0,11,11
2018-10-03 05:00:00,23,0,0,0,0,0,11,11,45
2018-10-03 06:00:00,82,0,0,11,0,0,47,0,140
2018-10-03 07:00:00,106,11,0,0,11,0,23,23,174
2018-10-03 08:00:00,82,11,11,0,0,11,70,82,267
2018-10-03 09:00:00,106,0,35,0,11,0,59,35,246
2018-10-03 10:00:00,153,11,23,0,0,23,129,23,362
2018-10-03 11:00:00,177,118,23,11,11,70,212,23,645
2018-10-03 12:00:00,271,141,23,11,35,118,306,47,952
2018-10-03 13:00:00,283,377,70,11,59,94,259,106,1259
2018-10-03 14:00:00,259,330,35,11,23,106,424,82,1270
2018-10-03 15:00:00,165,94,11,0,23,106,212,59,670
2018-10-03 16:00:00,188,129,0,11,23,23,129,11,514
2018-10-03 17:00:00,94,94,23,118,47,35,177,0,588
2018-10-03 18:00:00,70,59,0,11,23,59,82,11,315
2018-10-03 19:00:00,70,11,0,0,23,35,23,47,209
2018-10-03 20:00:00,47,11,0,0,11,23,47,0,139
2018-10-03 21:00:00,47,11,0,0,0,23,23,11,115
2018-10-03 22:00:00,23,0,0,0,11,0,59,0,93
2018-10-03 23:00:00,35,0,0,0,0,0,11,0,46
2018-10-04 00:00:00,11,0,0,0,0,0,11,0,22
2018-10-04 01:00:00,0,0,0,0,0,0,11,0,11
2018-10-04 02:00:00,0,0,0,0,0,0,23,0,23
2018-10-04 03:00:00,11,0,0,0,0,0,11,0,22
2018-10-04 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-04 05:00:00,0,0,0,0,0,0,47,0,47
2018-10-04 06:00:00,59,11,0,0,0,11,35,23,139
2018-10-04 07:00:00,82,0,0,0,0,0,70,11,163
2018-10-04 08:00:00,129,35,11,0,0,0,47,23,245
2018-10-04 09:00:00,118,23,23,0,23,47,70,0,304
2018-10-04 10:00:00,153,23,11,0,11,11,106,23,338
2018-10-04 11:00:00,70,82,0,35,23,82,153,35,480
2018-10-04 12:00:00,129,59,0,11,11,59,141,23,433
2018-10-04 13:00:00,318,82,0,23,47,70,236,47,823
2018-10-04 14:00:00,377,23,35,0,0,47,165,0,647
2018-10-04 15:00:00,165,23,59,0,0,94,153,35,529
2018-10-04 16:00:00,94,11,11,11,0,35,94,11,267
2018-10-04 17:00:00,177,0,0,0,0,35,11,23,246
2018-10-04 18:00:00,70,35,0,11,11,23,47,11,208
2018-10-04 19:00:00,59,11,0,0,0,11,35,94,210
2018-10-04 20:00:00,129,11,0,0,0,35,94,11,280
2018-10-04 21:00:00,23,11,0,0,0,11,35,0,80
2018-10-04 22:00:00,11,11,0,0,0,0,35,11,68
2018-10-04 23:00:00,11,0,0,0,0,0,35,0,46
2018-10-05 00:00:00,0,0,0,0,0,0,23,0,23
2018-10-05 01:00:00,0,0,0,0,0,0,11,0,11
2018-10-05 02:00:00,0,0,0,0,0,0,11,11,22
2018-10-05 03:00:00,11,0,0,0,0,0,11,11,33
2018-10-05 04:00:00,0,0,0,0,0,0,11,0,11
2018-10-05 05:00:00,11,0,0,0,0,0,11,23,45
2018-10-05 06:00:00,106,11,0,0,0,0,11,0,128
2018-10-05 07:00:00,70,11,0,0,0,0,35,35,151
2018-10-05 08:00:00,70,11,23,0,0,23,35,70,232
2018-10-05 09:00:00,23,35,23,0,11,35,47,0,174
2018-10-05 10:00:00,118,35,23,23,23,59,106,47,434
2018-10-05 11:00:00,212,70,82,35,23,35,177,47,681
2018-10-05 12:00:00,283,188,11,11,11,82,295,47,928
2018-10-05 13:00:00,389,118,35,23,23,35,259,35,917
2018-10-05 14:00:00,259,94,11,70,11,59,141,11,656
2018-10-05 15:00:00,236,59,23,47,23,59,106,23,576
2018-10-05 16:00:00,283,35,11,23,11,82,118,23,586
2018-10-05 17:00:00,94,70,11,11,11,59,70,23,349
2018-10-05 18:00:00,165,35,11,0,11,35,70,11,338
2018-10-05 19:00:00,82,0,0,0,23,11,23,0,139
2018-10-05 20:00:00,23,23,0,11,11,11,23,0,102
2018-10-05 21:00:00,23,11,0,0,0,0,59,11,104
2018-10-05 22:00:00,47,0,0,11,0,23,11,0,92
2018-10-05 23:00:00,59,0,0,0,11,47,11,0,128
2018-10-06 00:00:00,11,0,0,0,0,11,0,0,22
2018-10-06 01:00:00,47,23,0,11,35,11,11,0,138
2018-10-06 02:00:00,0,0,0,0,0,11,0,0,11
2018-10-06 03:00:00,11,0,0,0,0,0,0,0,11
2018-10-06 04:00:00,0,0,0,0,0,0,11,0,11
2018-10-06 05:00:00,11,0,0,0,0,0,11,0,22
2018-10-06 06:00:00,11,0,0,0,0,0,11,11,33
2018-10-06 07:00:00,35,0,0,0,0,0,23,0,58
2018-10-06 08:00:00,35,11,0,0,11,11,23,11,102
2018-10-06 09:00:00,82,47,0,70,23,35,23,0,280
2018-10-06 10:00:00,200,118,0,35,23,23,82,11,492
2018-10-06 11:00:00,271,295,11,153,35,70,283,11,1129
2018-10-06 12:00:00,354,601,23,236,11,212,554,35,2026
2018-10-06 13:00:00,448,200,11,118,23,141,767,59,1767
2018-10-06 14:00:00,306,318,11,118,23,82,684,59,1601
2018-10-06 15:00:00,259,106,23,35,23,47,542,23,1058
2018-10-06 16:00:00,236,153,35,0,0,106,354,23,907
2018-10-06 17:00:00,177,35,11,0,0,70,118,0,411
2018-10-06 18:00:00,177,0,0,11,11,11,129,0,339
2018-10-06 19:00:00,47,0,0,11,11,35,47,11,162
2018-10-06 20:00:00,23,23,0,11,0,0,35,0,92
2018-10-06 21:00:00,35,0,0,0,0,0,35,11,81
2018-10-06 22:00:00,11,0,0,11,0,0,35,0,57
2018-10-06 23:00:00,35,11,0,0,11,0,35,35,127
2018-10-07 00:00:00,11,0,0,0,0,0,0,0,11
2018-10-07 01:00:00,0,0,0,0,0,0,0,0,0
2018-10-07 02:00:00,11,11,0,0,0,0,11,35,68
2018-10-07 03:00:00,0,0,0,0,0,0,35,0,35
2018-10-07 04:00:00,0,0,0,0,0,0,11,0,11
2018-10-07 05:00:00,0,0,0,0,0,0,35,0,35
2018-10-07 06:00:00,0,0,0,0,0,0,11,0,11
2018-10-07 07:00:00,35,0,0,0,0,0,59,0,94
2018-10-07 08:00:00,11,0,0,0,11,11,35,0,68
2018-10-07 09:00:00,35,35,0,0,0,47,59,23,199
2018-10-07 10:00:00,70,35,11,0,11,11,106,23,267
2018-10-07 11:00:00,70,106,0,35,47,23,165,35,481
2018-10-07 12:00:00,271,342,23,11,141,165,483,35,1471
2018-10-07 13:00:00,448,271,59,59,141,224,1014,106,2322
2018-10-07 14:00:00,330,295,23,35,82,177,1003,106,2051
2018-10-07 15:00:00,330,177,47,47,94,177,342,106,1320
2018-10-07 16:00:00,318,118,11,11,59,118,153,47,835
2018-10-07 17:00:00,129,70,11,0,23,59,47,11,350
2018-10-07 18:00:00,236,47,0,11,0,11,23,47,375
2018-10-07 19:00:00,47,11,0,0,11,0,11,0,80
2018-10-07 20:00:00,23,11,0,0,0,11,0,0,45
2018-10-07 21:00:00,23,0,0,0,0,11,0,11,45
2018-10-07 22:00:00,35,0,0,0,0,0,11,0,46
2018-10-07 23:00:00,0,11,0,11,0,0,0,11,33
2018-10-08 00:00:00,0,0,0,0,0,0,0,0,0
2018-10-08 01:00:00,0,0,0,0,0,0,11,0,11
2018-10-08 02:00:00,11,0,0,0,0,0,11,0,22
2018-10-08 03:00:00,0,0,0,0,0,11,0,0,11
2018-10-08 04:00:00,0,0,0,0,0,0,11,0,11
2018-10-08 05:00:00,11,0,0,0,0,11,0,0,22
2018-10-08 06:00:00,11,0,0,0,0,0,23,23,57
2018-10-08 07:00:00,106,0,11,0,0,11,23,0,151
2018-10-08 08:00:00,212,11,11,0,11,11,47,59,362
2018-10-08 09:00:00,82,47,35,11,23,23,47,23,291
2018-10-08 10:00:00,59,23,0,23,11,59,70,23,268
2018-10-08 11:00:00,70,47,0,0,0,23,70,47,257
2018-10-08 12:00:00,153,35,0,0,59,23,70,11,351
2018-10-08 13:00:00,47,47,0,0,23,11,82,70,280
2018-10-08 14:00:00,283,82,0,11,0,23,82,47,528
2018-10-08 15:00:00,153,70,23,11,11,35,118,11,432
2018-10-08 16:00:00,153,129,0,0,0,11,94,23,410
2018-10-08 17:00:00,82,47,0,0,11,11,35,11,197
2018-10-08 18:00:00,106,23,0,0,23,23,47,0,222
2018-10-08 19:00:00,70,47,0,0,0,11,11,0,139
2018-10-08 20:00:00,11,11,0,0,0,0,35,0,57
2018-10-08 21:00:00,35,11,0,0,0,0,11,0,57
2018-10-08 22:00:00,23,0,0,0,0,0,0,0,23
2018-10-08 23:00:00,11,0,0,0,0,0,0,0,11
2018-10-09 00:00:00,0,0,0,0,11,11,23,11,56
2018-10-09 01:00:00,0,0,0,23,23,35,11,0,92
2018-10-09 02:00:00,0,11,0,0,23,0,11,0,45
2018-10-09 03:00:00,0,0,0,0,0,0,11,0,11
2018-10-09 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-09 05:00:00,23,0,0,0,0,0,0,11,34
2018-10-09 06:00:00,59,0,0,0,0,11,0,23,93
2018-10-09 07:00:00,306,0,0,11,0,70,47,35,469
2018-10-09 08:00:00,141,11,0,0,0,23,23,106,304
2018-10-09 09:00:00,82,11,35,0,0,35,35,0,198
2018-10-09 10:00:00,129,23,23,0,0,59,70,0,304
2018-10-09 11:00:00,224,94,35,0,11,82,129,0,575
2018-10-09 12:00:00,177,23,0,0,23,59,354,59,695
2018-10-09 13:00:00,129,118,23,11,0,47,495,11,834
2018-10-09 14:00:00,306,82,11,11,11,11,177,47,656
2018-10-09 15:00:00,106,82,23,11,11,11,70,11,325
2018-10-09 16:00:00,153,82,23,11,11,35,94,23,432
2018-10-09 17:00:00,94,59,11,0,11,47,94,23,339
2018-10-09 18:00:00,153,47,0,0,0,0,82,0,282
2018-10-09 19:00:00,59,35,0,0,35,23,23,0,175
2018-10-09 20:00:00,0,35,11,0,0,0,35,0,81
2018-10-09 21:00:00,23,47,0,0,0,11,35,11,127
2018-10-09 22:00:00,23,11,11,0,0,0,47,0,92
2018-10-09 23:00:00,11,0,0,0,0,0,0,0,11
2018-10-10 00:00:00,11,0,0,0,0,0,23,0,34
2018-10-10 01:00:00,0,23,0,0,0,0,0,0,23
2018-10-10 02:00:00,0,0,0,0,0,0,11,0,11
2018-10-10 03:00:00,0,0,0,0,0,0,0,0,0
2018-10-10 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-10 05:00:00,35,0,0,0,0,0,35,0,70
2018-10-10 06:00:00,47,0,0,0,11,23,11,23,115
2018-10-10 07:00:00,177,35,0,0,0,11,35,23,281
2018-10-10 08:00:00,247,11,0,0,11,11,35,106,421
2018-10-10 09:00:00,118,11,23,0,11,11,23,23,220
2018-10-10 10:00:00,82,11,0,0,11,23,70,23,220
2018-10-10 11:00:00,224,70,23,11,11,0,94,23,456
2018-10-10 12:00:00,106,59,35,11,11,59,129,23,433
2018-10-10 13:00:00,177,177,35,11,0,47,141,35,623
2018-10-10 14:00:00,460,70,23,11,11,70,271,59,975
2018-10-10 15:00:00,365,35,47,11,35,47,82,94,716
2018-10-10 16:00:00,129,47,0,0,11,35,59,59,340
2018-10-10 17:00:00,165,59,0,0,0,0,59,11,294
2018-10-10 18:00:00,94,59,11,0,0,35,70,11,280
2018-10-10 19:00:00,70,47,0,0,0,11,35,11,174
2018-10-10 20:00:00,82,11,11,11,0,23,11,0,149
2018-10-10 21:00:00,70,0,0,0,0,0,23,23,116
2018-10-10 22:00:00,35,0,0,0,0,11,23,0,69
2018-10-10 23:00:00,47,0,0,11,0,0,11,11,80
2018-10-11 00:00:00,11,0,0,0,0,0,11,0,22
2018-10-11 01:00:00,23,35,0,0,0,0,47,0,105
2018-10-11 02:00:00,23,0,0,0,0,0,11,0,34
2018-10-11 03:00:00,0,0,0,0,0,0,23,0,23
2018-10-11 04:00:00,0,11,0,0,0,0,11,0,22
2018-10-11 05:00:00,23,35,0,0,0,0,35,11,104
2018-10-11 06:00:00,118,35,0,0,0,11,35,0,199
2018-10-11 07:00:00,118,70,0,0,11,11,59,23,292
2018-10-11 08:00:00,141,47,0,0,11,47,47,106,399
2018-10-11 09:00:00,94,23,23,0,23,11,35,47,256
2018-10-11 10:00:00,129,70,11,0,11,70,59,0,350
2018-10-11 11:00:00,236,129,35,0,23,47,153,35,658
2018-10-11 12:00:00,247,247,35,0,11,59,165,23,787
2018-10-11 13:00:00,177,141,70,11,0,23,153,47,622
2018-10-11 14:00:00,318,165,23,11,11,70,106,59,763
2018-10-11 15:00:00,271,106,11,0,0,70,200,82,740
2018-10-11 16:00:00,212,70,0,0,47,47,82,59,517
2018-10-11 17:00:00,330,47,0,23,11,118,47,35,611
2018-10-11 18:00:00,212,35,0,0,11,47,94,23,422
2018-10-11 19:00:00,70,0,0,0,0,11,35,0,116
2018-10-11 20:00:00,23,23,0,0,0,11,23,23,103
2018-10-11 21:00:00,11,0,0,0,0,0,0,0,11
2018-10-11 22:00:00,0,0,0,0,0,0,23,0,23
2018-10-11 23:00:00,0,0,0,0,0,0,0,0,0
2018-10-12 00:00:00,0,0,0,0,0,0,23,0,23
2018-10-12 01:00:00,23,0,0,0,0,0,0,0,23
2018-10-12 02:00:00,11,0,0,0,0,0,11,0,22
2018-10-12 03:00:00,11,0,0,0,0,0,23,0,34
2018-10-12 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-12 05:00:00,23,0,0,0,0,0,23,0,46
2018-10-12 06:00:00,129,0,0,0,0,0,23,35,187
2018-10-12 07:00:00,165,23,0,0,23,47,59,35,352
2018-10-12 08:00:00,224,35,23,0,0,23,59,118,482
2018-10-12 09:00:00,70,47,0,0,0,35,47,47,246
2018-10-12 10:00:00,94,47,11,0,23,23,59,35,292
2018-10-12 11:00:00,129,106,0,0,11,59,106,35,446
2018-10-12 12:00:00,283,35,0,0,11,35,165,47,576
2018-10-12 13:00:00,224,106,11,0,11,23,330,106,811
2018-10-12 14:00:00,401,59,0,0,23,23,177,94,777
2018-10-12 15:00:00,247,82,11,0,23,59,188,47,657
2018-10-12 16:00:00,177,47,35,35,47,59,94,35,529
2018-10-12 17:00:00,94,47,11,11,0,59,23,0,245
2018-10-12 18:00:00,129,59,0,0,47,0,59,23,317
2018-10-12 19:00:00,118,35,0,0,23,11,0,23,210
2018-10-12 20:00:00,35,35,0,11,0,23,47,11,162
2018-10-12 21:00:00,59,35,0,0,0,35,35,11,175
2018-10-12 22:00:00,59,0,0,0,11,47,23,0,140
2018-10-12 23:00:00,35,11,0,23,35,35,0,0,139
2018-10-13 00:00:00,59,0,0,0,0,11,35,0,105
2018-10-13 01:00:00,82,0,0,23,11,23,23,11,173
2018-10-13 02:00:00,47,11,0,23,0,23,0,11,115
2018-10-13 03:00:00,35,0,0,0,0,0,11,0,46
2018-10-13 04:00:00,11,0,0,0,0,0,0,0,11
2018-10-13 05:00:00,0,0,0,0,0,0,0,0,0
2018-10-13 06:00:00,11,0,0,0,0,0,11,11,33
2018-10-13 07:00:00,23,23,0,0,0,0,35,11,92
2018-10-13 08:00:00,23,0,0,0,11,35,11,0,80
2018-10-13 09:00:00,141,0,0,35,0,11,165,35,387
2018-10-13 10:00:00,224,23,0,11,0,23,129,35,445
2018-10-13 11:00:00,247,200,23,35,11,118,200,23,857
2018-10-13 12:00:00,212,247,23,82,59,94,566,23,1306
2018-10-13 13:00:00,259,354,0,106,11,141,377,11,1259
2018-10-13 14:00:00,318,177,0,59,47,224,342,59,1226
2018-10-13 15:00:00,365,153,0,59,70,82,354,47,1130
2018-10-13 16:00:00,271,94,23,0,11,47,118,0,564
2018-10-13 17:00:00,188,82,11,0,11,35,106,11,444
2018-10-13 18:00:00,94,59,0,0,11,94,23,11,292
2018-10-13 19:00:00,47,11,0,0,0,11,35,0,104
2018-10-13 20:00:00,70,0,0,0,11,0,23,0,104
2018-10-13 21:00:00,70,0,0,0,0,0,11,0,81
2018-10-13 22:00:00,23,23,0,0,0,0,47,11,104
2018-10-13 23:00:00,47,35,0,0,0,23,47,0,152
2018-10-14 00:00:00,35,0,0,0,0,0,70,0,105
2018-10-14 01:00:00,0,0,0,0,0,0,23,0,23
2018-10-14 02:00:00,11,0,0,0,0,0,0,0,11
2018-10-14 03:00:00,0,11,0,0,0,0,0,0,11
2018-10-14 04:00:00,0,0,0,0,0,0,23,0,23
2018-10-14 05:00:00,11,0,0,0,0,0,11,11,33
2018-10-14 06:00:00,0,0,0,0,0,0,11,0,11
2018-10-14 07:00:00,0,11,0,0,0,0,11,0,22
2018-10-14 08:00:00,11,0,0,0,0,0,47,0,58
2018-10-14 09:00:00,47,47,0,0,11,23,35,11,174
2018-10-14 10:00:00,59,23,11,0,0,23,70,0,186
2018-10-14 11:00:00,141,82,0,11,11,141,377,82,845
2018-10-14 12:00:00,413,802,11,11,118,236,637,47,2275
2018-10-14 13:00:00,354,342,82,106,35,365,767,47,2098
2018-10-14 14:00:00,295,271,59,35,153,224,708,153,1898
2018-10-14 15:00:00,283,224,70,0,82,165,448,35,1307
2018-10-14 16:00:00,212,82,0,11,129,141,283,23,881
2018-10-14 17:00:00,295,82,11,11,11,11,70,0,491
2018-10-14 18:00:00,82,23,0,0,11,47,118,23,304
2018-10-14 19:00:00,23,23,0,0,0,0,11,11,68
2018-10-14 20:00:00,23,23,0,0,0,11,23,35,115
2018-10-14 21:00:00,11,0,0,0,0,0,0,11,22
2018-10-14 22:00:00,0,0,11,0,0,0,11,11,33
2018-10-14 23:00:00,0,0,0,0,0,0,0,11,11
2018-10-15 00:00:00,0,0,0,0,0,0,0,0,0
2018-10-15 01:00:00,0,0,0,0,0,0,0,11,11
2018-10-15 02:00:00,0,0,0,0,0,0,0,0,0
2018-10-15 03:00:00,0,0,0,0,0,0,0,0,0
2018-10-15 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-15 05:00:00,11,0,0,0,0,0,0,0,11
2018-10-15 06:00:00,82,23,11,0,0,11,0,0,127
2018-10-15 07:00:00,177,11,0,0,0,11,35,35,269
2018-10-15 08:00:00,177,23,11,0,0,0,59,70,340
2018-10-15 09:00:00,177,35,47,0,11,23,23,11,327
2018-10-15 10:00:00,59,11,59,0,0,11,70,11,221
2018-10-15 11:00:00,118,47,0,0,11,35,94,23,328
2018-10-15 12:00:00,153,106,11,0,23,47,106,47,493
2018-10-15 13:00:00,35,47,0,0,35,23,141,35,316
2018-10-15 14:00:00,283,59,23,0,23,59,165,106,718
2018-10-15 15:00:00,236,82,23,11,59,47,106,11,575
2018-10-15 16:00:00,141,47,0,0,11,11,35,23,268
2018-10-15 17:00:00,82,47,0,0,0,11,47,0,187
2018-10-15 18:00:00,141,11,0,0,0,0,59,11,222
2018-10-15 19:00:00,236,0,0,0,11,11,70,0,328
2018-10-15 20:00:00,23,0,0,0,11,0,11,59,104
2018-10-15 21:00:00,35,0,0,0,0,0,11,0,46
2018-10-15 22:00:00,23,0,0,0,0,0,11,0,34
2018-10-15 23:00:00,0,0,0,0,0,0,0,11,11
2018-10-16 00:00:00,0,0,0,0,0,0,0,0,0
2018-10-16 01:00:00,0,0,0,0,0,0,0,0,0
2018-10-16 02:00:00,0,0,0,0,0,0,0,0,0
2018-10-16 03:00:00,0,0,0,0,0,0,0,0,0
2018-10-16 04:00:00,0,0,0,0,0,0,11,0,11
2018-10-16 05:00:00,11,0,0,0,0,0,0,11,22
2018-10-16 06:00:00,59,23,0,0,0,11,0,11,104
2018-10-16 07:00:00,165,23,0,11,0,23,11,35,268
2018-10-16 08:00:00,212,47,23,0,0,35,70,106,493
2018-10-16 09:00:00,82,23,11,0,11,35,47,23,232
2018-10-16 10:00:00,47,35,47,11,11,23,70,11,255
2018-10-16 11:00:00,70,47,11,0,11,59,35,47,280
2018-10-16 12:00:00,188,94,23,11,495,59,177,11,1058
2018-10-16 13:00:00,153,59,11,11,436,106,106,11,893
2018-10-16 14:00:00,236,94,11,11,11,0,236,59,658
2018-10-16 15:00:00,389,94,11,0,0,0,129,23,646
2018-10-16 16:00:00,212,59,23,0,35,11,106,47,493
2018-10-16 17:00:00,47,94,11,11,0,47,47,0,257
2018-10-16 18:00:00,94,47,11,0,11,35,70,0,268
2018-10-16 19:00:00,35,0,23,0,23,70,11,0,162
2018-10-16 20:00:00,23,35,23,0,11,23,106,11,232
2018-10-16 21:00:00,59,35,0,0,0,23,47,0,164
2018-10-16 22:00:00,59,0,0,0,0,0,35,0,94
2018-10-16 23:00:00,23,0,0,0,0,0,47,0,70
2018-10-17 00:00:00,11,0,0,0,0,0,23,0,34
2018-10-17 01:00:00,0,0,0,0,0,0,11,11,22
2018-10-17 02:00:00,0,0,0,0,0,0,11,0,11
2018-10-17 03:00:00,0,0,0,0,0,0,0,0,0
2018-10-17 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-17 05:00:00,11,0,0,0,0,0,0,0,11
2018-10-17 06:00:00,82,11,0,0,0,0,23,0,116
2018-10-17 07:00:00,118,23,0,0,0,11,70,47,269
2018-10-17 08:00:00,200,11,23,0,11,0,23,141,409
2018-10-17 09:00:00,70,11,11,0,23,35,11,0,161
2018-10-17 10:00:00,82,70,11,0,11,11,35,35,255
2018-10-17 11:00:00,118,47,94,0,0,11,47,23,340
2018-10-17 12:00:00,129,47,35,11,11,35,82,23,373
2018-10-17 13:00:00,82,23,47,0,11,23,23,23,232
2018-10-17 14:00:00,224,82,82,0,23,47,94,70,622
2018-10-17 15:00:00,247,59,11,0,23,47,59,35,481
2018-10-17 16:00:00,200,47,0,0,11,0,23,23,304
2018-10-17 17:00:00,94,47,0,23,0,23,23,35,245
2018-10-17 18:00:00,106,23,0,11,0,23,59,0,222
2018-10-17 19:00:00,82,23,11,11,23,23,23,47,243
2018-10-17 20:00:00,23,11,11,0,0,11,59,0,115
2018-10-17 21:00:00,35,0,0,0,0,11,11,11,68
2018-10-17 22:00:00,94,23,0,0,0,0,0,11,128
2018-10-17 23:00:00,23,0,0,0,0,11,47,0,81
2018-10-18 00:00:00,0,0,0,0,0,11,11,0,22
2018-10-18 01:00:00,0,0,0,0,0,0,0,11,11
2018-10-18 02:00:00,11,0,0,0,0,0,0,0,11
2018-10-18 03:00:00,11,0,0,0,0,0,11,0,22
2018-10-18 04:00:00,0,0,0,0,0,0,0,0,0
2018-10-18 05:00:00,35,0,0,0,0,0,11,0,46
2018-10-18 06:00:00,59,11,0,0,0,0,0,11,81
2018-10-18 07:00:00,224,23,0,11,0,0,47,35,340
2018-10-18 08:00:00,165,47,11,0,0,0,23,82,328
2018-10-18 09:00:00,129,0,0,0,11,23,11,35,209
2018-10-18 10:00:00,153,70,11,0,11,11,0,23,279
2018-10-18 11:00:00,259,94,23,35,0,59,0,11,481
2018-10-18 12:00:00,318,141,35,11,23,59,0,70,657
2018-10-18 13:00:00,365,47,59,11,59,118,0,94,753
2018-10-18 14:00:00,401,129,11,11,11,70,0,82,715
2018-10-18 15:00:00,330,129,23,11,23,129,0,35,680
2018-10-18 16:00:00,141,23,11,11,23,11,0,35,255
2018-10-18 17:00:00,177,165,11,0,0,23,0,23,399
2018-10-18 18:00:00,389,106,23,0,11,47,0,47,623
2018-10-18 19:00:00,82,35,0,0,11,23,0,23,174
2018-10-18 20:00:00,94,11,0,0,11,23,0,23,162
2018-10-18 21:00:00,35,0,0,0,0,0,0,11,46
2018-10-18 22:00:00,47,0,0,0,0,0,0,0,47
2018-10-18 23:00:00,0,11,0,0,0,0,0,0,11
2018-10-19 00:00:00,11,23,0,0,0,0,0,0,34
2018-10-19 01:00:00,0,0,0,0,0,0,0,0,0
2018-10-19 02:00:00,11,0,0,0,0,0,11,0,22
2018-10-19 03:00:00,0,0,0,0,0,0,0,0,0
2018-10-19 04:00:00,0,0,0,0,0,0,11,0,11
2018-10-19 05:00:00,11,11,0,0,0,0,0,0,22
2018-10-19 06:00:00,23,23,0,0,0,11,35,0,92
2018-10-19 07:00:00,212,0,0,11,11,35,35,23,327
2018-10-19 08:00:00,200,11,0,11,0,35,59,153,469
2018-10-19 09:00:00,94,23,23,23,0,11,59,0,233
2018-10-19 10:00:00,259,0,11,0,23,23,82,11,409
2018-10-19 11:00:00,177,47,0,0,23,82,153,47,529
2018-10-19 12:00:00,271,35,0,0,0,23,70,59,458
2018-10-19 13:00:00,389,82,11,0,11,59,200,70,822
2018-10-19 14:00:00,460,82,0,0,11,11,236,82,882
2018-10-19 15:00:00,259,94,11,0,23,47,224,0,658
