Date,GF-Ferjeleia,GF-Glasshytta,GF-Isegran,GF-Kasernen,GF-Laboratoriegaten,GF-Magenta,GF-Mormors,GF-Pumpehuset,Totalt
2019-02-15 00:00:00,0,0,0,11,11,0,0,0,22
2019-02-15 01:00:00,0,0,0,11,0,0,0,0,11
2019-02-15 02:00:00,0,0,11,11,0,0,23,0,45
2019-02-15 03:00:00,11,0,0,0,0,0,35,0,46
2019-02-15 04:00:00,11,0,0,0,0,0,23,0,34
2019-02-15 05:00:00,35,0,0,0,0,0,23,23,81
2019-02-15 06:00:00,0,0,0,0,0,0,23,0,23
2019-02-15 07:00:00,70,11,11,23,0,11,59,23,208
2019-02-15 08:00:00,118,0,23,11,11,11,35,70,279
2019-02-15 09:00:00,47,23,23,35,11,11,70,35,255
2019-02-15 10:00:00,35,23,23,23,35,0,70,35,244
2019-02-15 11:00:00,82,35,11,0,11,11,59,47,256
2019-02-15 12:00:00,141,11,11,0,11,59,82,35,350
2019-02-15 13:00:00,94,35,0,35,11,23,165,23,386
2019-02-15 14:00:00,259,35,11,23,11,11,212,47,609
2019-02-15 15:00:00,200,11,11,11,0,35,82,35,385
2019-02-15 16:00:00,129,0,11,11,11,47,106,0,315
2019-02-15 17:00:00,35,11,11,0,0,11,59,0,127
2019-02-15 18:00:00,35,23,0,0,0,35,11,0,104
2019-02-15 19:00:00,35,11,0,11,0,23,0,11,91
2019-02-15 20:00:00,23,11,0,23,0,11,23,0,91
2019-02-15 21:00:00,23,0,0,11,11,11,23,0,79
2019-02-15 22:00:00,0,0,0,0,0,11,35,0,46
2019-02-15 23:00:00,23,35,0,0,11,35,0,0,104
2019-02-16 00:00:00,11,0,0,0,0,35,35,11,92
2019-02-16 01:00:00,23,0,0,0,0,11,0,0,34
2019-02-16 02:00:00,0,23,0,0,11,11,11,0,56
2019-02-16 03:00:00,11,0,0,0,0,0,0,0,11
2019-02-16 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-16 05:00:00,0,0,0,0,0,0,0,0,0
2019-02-16 06:00:00,0,0,0,0,0,0,0,0,0
2019-02-16 07:00:00,11,0,0,0,0,0,11,0,22
2019-02-16 08:00:00,11,11,0,0,0,0,23,0,45
2019-02-16 09:00:00,35,11,0,23,11,11,47,0,138
2019-02-16 10:00:00,82,35,0,23,11,35,35,23,244
2019-02-16 11:00:00,141,82,0,59,35,59,224,11,611
2019-02-16 12:00:00,177,224,11,70,59,236,283,11,1071
2019-02-16 13:00:00,118,153,11,47,35,106,436,35,941
2019-02-16 14:00:00,212,129,0,82,11,82,342,23,881
2019-02-16 15:00:00,188,35,0,70,0,59,153,23,528
2019-02-16 16:00:00,82,94,0,0,23,82,106,0,387
2019-02-16 17:00:00,82,35,23,0,23,11,106,0,280
2019-02-16 18:00:00,106,11,0,0,11,11,82,0,221
2019-02-16 19:00:00,11,0,11,0,0,11,47,0,80
2019-02-16 20:00:00,47,0,0,23,0,0,11,0,81
2019-02-16 21:00:00,82,11,0,0,0,11,59,11,174
2019-02-16 22:00:00,23,0,0,0,0,0,35,0,58
2019-02-16 23:00:00,23,0,11,0,0,0,23,11,68
2019-02-17 00:00:00,247,0,11,0,0,0,47,11,316
2019-02-17 01:00:00,118,0,0,0,0,11,23,0,152
2019-02-17 02:00:00,247,0,0,0,0,0,47,0,294
2019-02-17 03:00:00,59,0,0,0,0,0,35,0,94
2019-02-17 04:00:00,0,0,0,0,0,0,23,0,23
2019-02-17 05:00:00,0,0,0,0,0,0,35,0,35
2019-02-17 06:00:00,0,0,0,0,0,0,35,0,35
2019-02-17 07:00:00,0,0,0,0,0,0,11,0,11
2019-02-17 08:00:00,0,0,0,0,0,11,82,0,93
2019-02-17 09:00:00,23,11,0,0,11,0,59,0,104
2019-02-17 10:00:00,35,35,0,0,11,11,106,0,198
2019-02-17 11:00:00,70,59,0,47,47,23,165,11,422
2019-02-17 12:00:00,177,200,11,11,11,82,153,35,680
2019-02-17 13:00:00,106,436,0,82,23,129,472,59,1307
2019-02-17 14:00:00,153,224,0,59,47,94,472,35,1084
2019-02-17 15:00:00,118,70,11,35,23,82,306,11,656
2019-02-17 16:00:00,106,47,11,23,23,59,165,0,434
2019-02-17 17:00:00,35,23,0,23,0,0,118,0,199
2019-02-17 18:00:00,35,11,0,0,0,23,35,0,104
2019-02-17 19:00:00,11,23,11,35,0,0,23,0,103
2019-02-17 20:00:00,0,0,11,0,0,0,47,0,58
2019-02-17 21:00:00,0,11,0,0,0,0,11,11,33
2019-02-17 22:00:00,23,0,0,11,11,0,59,0,104
2019-02-17 23:00:00,0,0,0,0,0,0,11,0,11
2019-02-18 00:00:00,11,0,0,0,0,0,0,0,11
2019-02-18 01:00:00,0,0,0,0,0,0,11,0,11
2019-02-18 02:00:00,0,11,0,0,0,0,0,0,11
2019-02-18 03:00:00,0,0,0,0,0,0,23,0,23
2019-02-18 04:00:00,0,11,0,0,0,0,11,0,22
2019-02-18 05:00:00,0,0,0,0,0,0,23,0,23
2019-02-18 06:00:00,59,11,0,0,0,0,35,0,105
2019-02-18 07:00:00,47,0,0,0,0,0,23,35,105
2019-02-18 08:00:00,70,11,0,0,0,35,0,118,234
2019-02-18 09:00:00,177,11,23,0,0,0,59,0,270
2019-02-18 10:00:00,59,23,47,0,11,11,59,0,210
2019-02-18 11:00:00,47,82,35,47,11,23,82,11,338
2019-02-18 12:00:00,47,35,82,35,23,106,106,23,457
2019-02-18 13:00:00,106,94,82,23,0,0,283,59,647
2019-02-18 14:00:00,23,94,23,11,11,11,165,59,397
2019-02-18 15:00:00,129,23,70,23,11,23,82,23,384
2019-02-18 16:00:00,118,47,59,23,0,11,106,23,387
2019-02-18 17:00:00,82,0,35,0,0,23,59,11,210
2019-02-18 18:00:00,59,23,23,11,0,0,59,35,210
2019-02-18 19:00:00,35,11,11,11,0,11,11,0,90
2019-02-18 20:00:00,35,0,11,0,0,0,23,0,69
2019-02-18 21:00:00,0,11,11,0,0,11,23,11,67
2019-02-18 22:00:00,0,11,11,0,0,0,11,0,33
2019-02-18 23:00:00,23,0,0,0,0,0,0,0,23
2019-02-19 00:00:00,0,0,0,0,0,0,0,0,0
2019-02-19 01:00:00,11,0,0,0,0,0,11,0,22
2019-02-19 02:00:00,11,0,0,0,0,0,0,0,11
2019-02-19 03:00:00,0,0,0,0,0,0,0,0,0
2019-02-19 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-19 05:00:00,70,0,0,0,0,0,23,11,104
2019-02-19 06:00:00,23,0,0,0,0,0,11,0,34
2019-02-19 07:00:00,47,0,11,0,0,0,35,35,128
2019-02-19 08:00:00,47,11,35,0,0,0,11,94,198
2019-02-19 09:00:00,23,11,11,0,23,0,59,11,138
2019-02-19 10:00:00,23,23,47,11,35,35,94,47,315
2019-02-19 11:00:00,188,47,11,11,47,11,188,47,550
2019-02-19 12:00:00,94,23,59,118,59,141,177,35,706
2019-02-19 13:00:00,70,23,23,70,11,59,660,35,951
2019-02-19 14:00:00,129,70,23,23,0,59,295,47,646
2019-02-19 15:00:00,94,35,23,59,35,47,165,35,493
2019-02-19 16:00:00,106,23,47,0,23,0,129,11,339
2019-02-19 17:00:00,94,0,11,0,0,59,106,11,281
2019-02-19 18:00:00,82,35,11,0,11,23,59,23,244
2019-02-19 19:00:00,23,35,94,23,11,59,47,11,303
2019-02-19 20:00:00,59,11,11,0,0,35,59,0,175
2019-02-19 21:00:00,11,0,0,0,0,0,94,0,105
2019-02-19 22:00:00,11,11,0,0,11,35,47,0,115
2019-02-19 23:00:00,23,0,0,11,0,0,0,0,34
2019-02-20 00:00:00,11,11,0,0,0,0,23,11,56
2019-02-20 01:00:00,0,0,0,0,0,0,0,0,0
2019-02-20 02:00:00,0,0,0,0,0,0,11,0,11
2019-02-20 03:00:00,0,0,0,0,0,0,0,0,0
2019-02-20 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-20 05:00:00,0,11,0,0,0,0,0,11,22
2019-02-20 06:00:00,47,0,0,0,0,0,35,0,82
2019-02-20 07:00:00,59,11,11,11,0,11,23,47,173
2019-02-20 08:00:00,70,11,35,0,0,0,35,35,186
2019-02-20 09:00:00,94,59,11,11,11,11,11,47,255
2019-02-20 10:00:00,35,59,35,11,35,70,59,47,351
2019-02-20 11:00:00,118,94,47,35,11,94,153,35,587
2019-02-20 12:00:00,165,70,82,70,94,82,247,47,857
2019-02-20 13:00:00,200,82,35,70,47,70,259,165,928
2019-02-20 14:00:00,247,141,23,70,47,82,318,23,951
2019-02-20 15:00:00,129,106,23,47,47,94,165,47,658
2019-02-20 16:00:00,224,35,23,35,11,0,153,23,504
2019-02-20 17:00:00,106,35,47,11,35,35,106,0,375
2019-02-20 18:00:00,59,11,0,23,23,47,59,23,245
2019-02-20 19:00:00,47,23,0,0,0,35,23,0,128
2019-02-20 20:00:00,47,11,0,0,0,23,23,0,104
2019-02-20 21:00:00,0,0,0,11,0,0,11,11,33
2019-02-20 22:00:00,11,0,0,0,0,0,35,0,46
2019-02-20 23:00:00,0,0,0,0,0,0,0,0,0
2019-02-21 00:00:00,0,0,0,0,0,0,0,0,0
2019-02-21 01:00:00,0,0,0,0,0,0,0,0,0
2019-02-21 02:00:00,11,11,0,0,0,0,0,0,22
2019-02-21 03:00:00,0,0,0,0,0,0,11,11,22
2019-02-21 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-21 05:00:00,11,0,0,0,0,0,0,0,11
2019-02-21 06:00:00,23,0,0,0,0,11,23,11,68
2019-02-21 07:00:00,47,11,11,0,0,11,35,11,126
2019-02-21 08:00:00,23,0,23,0,0,23,11,70,150
2019-02-21 09:00:00,35,35,23,0,11,11,47,47,209
2019-02-21 10:00:00,70,35,23,11,0,47,94,23,303
2019-02-21 11:00:00,106,11,35,70,0,11,35,70,338
2019-02-21 12:00:00,59,35,177,0,0,35,70,0,376
2019-02-21 13:00:00,188,47,70,0,11,35,129,94,574
2019-02-21 14:00:00,94,35,35,23,0,11,82,23,303
2019-02-21 15:00:00,82,23,47,11,11,0,129,23,326
2019-02-21 16:00:00,47,59,0,11,0,35,165,35,352
2019-02-21 17:00:00,11,11,0,11,0,23,82,0,138
2019-02-21 18:00:00,82,23,0,70,11,59,59,0,304
2019-02-21 19:00:00,23,11,0,11,23,23,35,0,126
2019-02-21 20:00:00,35,47,0,0,23,0,70,0,175
2019-02-21 21:00:00,35,0,0,11,0,0,11,0,57
2019-02-21 22:00:00,106,11,0,0,0,11,23,11,162
2019-02-21 23:00:00,0,0,0,0,0,0,11,0,11
2019-02-22 00:00:00,153,23,0,11,0,0,11,0,198
2019-02-22 01:00:00,11,0,0,0,0,0,0,0,11
2019-02-22 02:00:00,0,0,0,0,0,0,11,0,11
2019-02-22 03:00:00,0,0,0,0,0,0,11,0,11
2019-02-22 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-22 05:00:00,0,0,0,0,0,0,11,0,11
2019-02-22 06:00:00,23,11,0,0,0,11,35,0,80
2019-02-22 07:00:00,11,0,0,0,0,0,23,47,81
2019-02-22 08:00:00,47,11,35,0,0,0,59,59,211
2019-02-22 09:00:00,47,23,23,0,0,0,59,23,175
2019-02-22 10:00:00,59,35,23,0,0,23,118,23,281
2019-02-22 11:00:00,188,70,0,35,0,23,118,23,457
2019-02-22 12:00:00,177,23,23,11,0,82,106,94,516
2019-02-22 13:00:00,153,118,11,0,35,11,224,11,563
2019-02-22 14:00:00,141,94,23,47,35,35,200,35,610
2019-02-22 15:00:00,177,59,35,11,23,11,141,35,492
2019-02-22 16:00:00,47,23,11,0,23,11,82,0,197
2019-02-22 17:00:00,59,23,0,0,0,0,35,11,128
2019-02-22 18:00:00,94,35,0,11,11,11,59,0,221
2019-02-22 19:00:00,70,0,0,0,0,0,47,0,117
2019-02-22 20:00:00,35,0,11,0,0,11,23,11,91
2019-02-22 21:00:00,11,0,0,0,0,0,35,0,46
2019-02-22 22:00:00,23,35,0,0,11,59,94,0,222
2019-02-22 23:00:00,35,0,0,0,0,11,23,11,80
2019-02-23 00:00:00,0,0,0,0,0,0,11,11,22
2019-02-23 01:00:00,23,0,0,0,0,0,0,0,23
2019-02-23 02:00:00,0,0,0,0,0,0,0,11,11
2019-02-23 03:00:00,0,0,0,0,0,0,0,0,0
2019-02-23 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-23 05:00:00,0,0,0,0,0,0,0,11,11
2019-02-23 06:00:00,0,0,0,0,0,0,11,0,11
2019-02-23 07:00:00,35,0,0,0,0,0,35,11,81
2019-02-23 08:00:00,47,47,11,0,0,0,47,0,152
2019-02-23 09:00:00,23,11,23,0,0,0,59,11,127
2019-02-23 10:00:00,106,342,11,35,0,11,70,0,575
2019-02-23 11:00:00,82,59,0,11,11,35,318,47,563
2019-02-23 12:00:00,177,236,35,23,23,59,354,35,942
2019-02-23 13:00:00,188,70,0,47,23,118,354,47,847
2019-02-23 14:00:00,129,59,11,11,11,82,224,0,527
2019-02-23 15:00:00,129,35,11,23,11,35,247,35,526
2019-02-23 16:00:00,106,483,11,23,0,94,70,0,787
2019-02-23 17:00:00,106,35,11,0,11,35,23,35,256
2019-02-23 18:00:00,23,11,0,0,0,11,23,23,91
2019-02-23 19:00:00,23,11,0,0,11,11,23,70,149
2019-02-23 20:00:00,0,11,0,0,11,11,11,0,44
2019-02-23 21:00:00,11,0,0,0,0,0,35,0,46
2019-02-23 22:00:00,23,0,0,0,0,0,35,11,69
2019-02-23 23:00:00,11,0,0,0,0,0,0,11,22
2019-02-24 00:00:00,0,11,0,0,0,0,0,0,11
2019-02-24 01:00:00,0,23,0,11,0,0,0,0,34
2019-02-24 02:00:00,0,0,0,0,0,0,0,0,0
2019-02-24 03:00:00,0,0,0,11,0,11,23,0,45
2019-02-24 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-24 05:00:00,0,0,0,0,0,0,23,0,23
2019-02-24 06:00:00,0,0,0,0,0,0,0,0,0
2019-02-24 07:00:00,0,0,0,0,0,0,11,0,11
2019-02-24 08:00:00,0,0,0,0,0,0,23,23,46
2019-02-24 09:00:00,35,23,0,0,0,0,35,11,104
2019-02-24 10:00:00,0,11,0,0,0,0,59,0,70
2019-02-24 11:00:00,70,35,23,11,23,59,47,59,327
2019-02-24 12:00:00,188,106,94,23,35,165,318,23,952
2019-02-24 13:00:00,295,236,82,153,94,177,637,59,1733
2019-02-24 14:00:00,271,236,23,129,129,389,767,47,1991
2019-02-24 15:00:00,271,165,11,47,94,200,413,11,1212
2019-02-24 16:00:00,495,82,0,35,59,82,200,70,1023
2019-02-24 17:00:00,259,70,0,11,59,35,141,23,598
2019-02-24 18:00:00,23,35,0,11,0,11,47,11,138
2019-02-24 19:00:00,0,0,0,23,0,23,11,0,57
2019-02-24 20:00:00,23,0,0,0,11,0,0,11,45
2019-02-24 21:00:00,23,0,0,0,0,0,11,0,34
2019-02-24 22:00:00,11,0,0,11,0,0,11,0,33
2019-02-24 23:00:00,11,0,0,0,0,0,0,0,11
2019-02-25 00:00:00,0,11,0,0,0,0,11,0,22
2019-02-25 01:00:00,0,0,23,0,0,0,11,0,34
2019-02-25 02:00:00,11,0,0,0,0,0,11,0,22
2019-02-25 03:00:00,0,0,0,0,0,0,0,0,0
2019-02-25 04:00:00,0,0,0,0,0,0,0,0,0
2019-02-25 05:00:00,11,0,0,0,0,0,11,0,22
2019-02-25 06:00:00,47,0,0,0,0,0,23,11,81
2019-02-25 07:00:00,70,0,0,11,0,11,47,70,209
2019-02-25 08:00:00,59,35,23,11,23,11,82,47,291
2019-02-25 09:00:00,35,35,59,0,0,0,35,23,187
2019-02-25 10:00:00,82,59,35,0,11,23,23,59,292
2019-02-25 11:00:00,94,59,23,11,0,11,94,47,339
2019-02-25 12:00:00,129,59,70,35,0,0,94,47,434
2019-02-25 13:00:00,106,70,70,11,11,23,106,23,420
2019-02-25 14:00:00,200,47,47,0,0,11,106,153,564
2019-02-25 15:00:00,153,59,11,11,11,35,59,11,350
2019-02-25 16:00:00,106,141,11,23,0,35,59,59,434
2019-02-25 17:00:00,70,35,11,11,0,11,82,11,231
2019-02-25 18:00:00,59,47,0,11,11,23,59,0,210
2019-02-25 19:00:00,11,0,0,0,0,0,11,0,22
2019-02-25 20:00:00,0,0,0,0,11,0,11,0,22
2019-02-25 21:00:00,0,0,0,0,0,0,23,0,23
2019-02-25 22:00:00,11,0,0,0,0,0,0,0,11
2019-02-25 23:00:00,35,0,0,0,0,0,11,0,46
2019-02-26 00:00:00,11,11,11,0,0,0,11,0,44
2019-02-26 01:00:00,11,0,0,0,0,0,0,0,11
2019-02-26 02:00:00,0,0,0,0,0,0,11,0,11
2019-02-26 03:00:00,0,0,11,0,0,0,0,0,11
2019-02-26 04:00:00,0,0,11,0,0,0,0,0,11
2019-02-26 05:00:00,70,0,11,0,0,0,11,0,92
2019-02-26 06:00:00,35,11,11,0,0,0,35,0,92
2019-02-26 07:00:00,94,11,11,11,11,23,47,11,219
2019-02-26 08:00:00,165,0,70,11,11,35,70,94,456
2019-02-26 09:00:00,23,82,35,11,0,11,23,23,208
2019-02-26 10:00:00,82,236,23,11,0,59,70,11,492
2019-02-26 11:00:00,82,153,23,35,23,70,70,23,479
2019-02-26 12:00:00,153,94,70,70,23,35,224,70,739
2019-02-26 13:00:00,200,118,82,23,23,23,224,23,716
2019-02-26 14:00:00,177,70,35,11,23,47,200,35,598
2019-02-26 15:00:00,94,11,35,47,11,0,82,0,280
2019-02-26 16:00:00,106,59,11,59,35,47,129,35,481
2019-02-26 17:00:00,35,59,11,0,0,59,82,23,269
2019-02-26 18:00:00,177,11,11,0,0,23,70,35,327
2019-02-26 19:00:00,70,59,0,23,11,11,47,11,232
2019-02-26 20:00:00,47,23,35,11,11,0,82,0,209
2019-02-26 21:00:00,11,0,0,0,0,11,0,11,33
2019-02-26 22:00:00,11,11,11,0,0,0,11,11,55
2019-02-26 23:00:00,11,0,0,11,0,0,0,0,22
2019-02-27 00:00:00,0,0,0,0,0,0,0,0,0
2019-02-27 01:00:00,0,11,0,0,0,0,11,0,22
2019-02-27 02:00:00,0,0,0,0,0,0,0,0,0
2019-02-27 03:00:00,0,0,0,0,0,0,11,0,11
2019-02-27 04:00:00,0,0,0,0,0,0,11,0,11
2019-02-27 05:00:00,23,0,0,0,0,0,0,11,34
2019-02-27 06:00:00,59,0,0,11,0,0,59,23,152
2019-02-27 07:00:00,94,11,23,47,0,0,59,23,257
2019-02-27 08:00:00,129,0,35,0,0,0,23,23,210
2019-02-27 09:00:00,47,11,47,0,11,11,35,35,197
2019-02-27 10:00:00,118,0,35,11,23,0,106,59,352
2019-02-27 11:00:00,177,47,23,11,11,23,106,47,445
2019-02-27 12:00:00,153,82,47,59,0,47,118,118,624
2019-02-27 13:00:00,35,11,35,11,11,23,106,23,255
2019-02-27 14:00:00,165,106,11,0,23,23,118,47,493
2019-02-27 15:00:00,165,129,11,11,0,35,82,23,456
2019-02-27 16:00:00,82,47,23,23,0,0,47,23,245
2019-02-27 17:00:00,94,23,47,11,11,23,70,23,302
2019-02-27 18:00:00,82,11,0,0,59,70,59,0,281
2019-02-27 19:00:00,82,23,0,0,11,0,35,0,151
2019-02-27 20:00:00,23,11,0,11,0,23,47,0,115
2019-02-27 21:00:00,23,11,0,0,11,47,23,11,126
2019-02-27 22:00:00,0,0,0,0,11,35,11,0,57
2019-02-27 23:00:00,0,0,0,0,0,11,35,0,46
2019-02-28 00:00:00,0,11,0,0,0,0,11,11,33
2019-02-28 01:00:00,0,0,0,0,0,0,23,0,23
2019-02-28 02:00:00,11,0,0,0,0,0,23,0,34
2019-02-28 03:00:00,0,0,0,11,0,0,11,0,22
2019-02-28 04:00:00,0,11,0,0,0,0,70,0,81
2019-02-28 05:00:00,0,0,0,0,0,0,11,11,22
2019-02-28 06:00:00,47,11,0,11,0,11,35,11,126
2019-02-28 07:00:00,82,11,11,35,0,47,47,11,244
2019-02-28 08:00:00,70,11,23,0,0,0,106,47,257
2019-02-28 09:00:00,35,11,35,0,23,11,59,11,185
2019-02-28 10:00:00,118,70,82,0,35,47,106,59,517
2019-02-28 11:00:00,141,165,59,11,23,47,200,59,705
2019-02-28 12:00:00,153,94,47,47,11,35,129,35,551
2019-02-28 13:00:00,94,141,59,11,47,70,200,11,633
2019-02-28 14:00:00,200,59,94,35,11,23,236,94,752
2019-02-28 15:00:00,141,106,82,47,35,59,118,35,623
2019-02-28 16:00:00,129,82,35,47,11,70,82,23,479
2019-02-28 17:00:00,70,11,0,0,35,23,82,35,256
2019-02-28 18:00:00,94,35,0,23,11,11,23,11,208
2019-02-28 19:00:00,23,118,0,23,11,23,35,0,233
2019-02-28 20:00:00,106,23,0,11,11,0,47,35,233
2019-02-28 21:00:00,11,23,11,23,141,0,47,0,256
2019-02-28 22:00:00,23,0,0,11,0,0,47,0,81
2019-02-28 23:00:00,11,11,0,11,0,0,23,0,56
2019-03-01 00:00:00,0,0,0,0,0,0,11,0,11
2019-03-01 01:00:00,11,0,11,0,0,0,23,0,45
2019-03-01 02:00:00,0,0,0,0,0,0,11,11,22
2019-03-01 03:00:00,0,0,0,0,0,0,23,0,23
2019-03-01 04:00:00,11,0,0,0,0,0,11,0,22
2019-03-01 05:00:00,23,0,0,0,0,0,35,0,58
2019-03-01 06:00:00,23,0,11,11,0,0,23,0,68
2019-03-01 07:00:00,118,35,11,23,0,0,70,11,268
2019-03-01 08:00:00,141,47,70,23,0,0,70,82,433
2019-03-01 09:00:00,35,82,70,23,0,23,35,11,279
2019-03-01 10:00:00,106,23,47,23,11,23,70,35,338
2019-03-01 11:00:00,129,141,23,23,35,188,236,35,810
2019-03-01 12:00:00,212,106,11,23,0,94,200,82,728
2019-03-01 13:00:00,295,94,23,47,23,59,200,35,776
2019-03-01 14:00:00,236,106,35,59,0,47,129,35,647
2019-03-01 15:00:00,153,106,35,35,47,35,118,59,588
2019-03-01 16:00:00,94,94,23,11,23,35,70,23,373
2019-03-01 17:00:00,35,82,0,11,11,47,59,23,268
2019-03-01 18:00:00,118,23,0,0,11,47,153,0,352
2019-03-01 19:00:00,11,11,11,11,23,0,94,0,161
2019-03-01 20:00:00,59,11,0,0,11,0,35,11,127
2019-03-01 21:00:00,0,23,0,35,11,23,23,0,115
2019-03-01 22:00:00,35,11,0,0,0,11,23,0,80
2019-03-01 23:00:00,0,11,11,0,0,0,70,0,92
2019-03-02 00:00:00,11,11,23,11,0,23,11,0,90
2019-03-02 01:00:00,11,23,23,0,0,11,11,11,90
2019-03-02 02:00:00,236,11,23,0,0,0,23,0,293
2019-03-02 03:00:00,11,0,23,0,0,0,23,0,57
2019-03-02 04:00:00,0,0,11,0,0,0,0,0,11
2019-03-02 05:00:00,11,0,11,0,0,0,23,11,56
2019-03-02 06:00:00,0,0,11,0,0,0,0,0,11
2019-03-02 07:00:00,11,0,23,0,0,0,35,0,69
2019-03-02 08:00:00,0,23,23,0,0,0,59,0,105
2019-03-02 09:00:00,35,11,23,0,0,11,47,11,138
2019-03-02 10:00:00,82,35,23,11,23,35,94,0,303
2019-03-02 11:00:00,153,94,35,11,23,59,94,23,492
2019-03-02 12:00:00,153,94,11,59,11,106,306,23,763
2019-03-02 13:00:00,200,82,11,94,70,153,519,70,1199
2019-03-02 14:00:00,236,177,23,35,35,106,306,23,941
2019-03-02 15:00:00,188,82,35,82,23,59,259,35,763
2019-03-02 16:00:00,106,70,0,0,59,70,129,82,516
2019-03-02 17:00:00,70,82,23,35,11,23,94,0,338
2019-03-02 18:00:00,47,59,0,0,11,11,106,0,234
2019-03-02 19:00:00,82,35,0,0,11,11,82,0,221
2019-03-02 20:00:00,11,11,0,47,11,0,0,0,80
2019-03-02 21:00:00,23,11,0,11,11,0,47,0,103
2019-03-02 22:00:00,23,0,0,11,11,0,11,0,56
2019-03-02 23:00:00,0,0,0,11,0,0,0,0,11
2019-03-03 00:00:00,35,23,0,11,0,0,11,0,80
2019-03-03 01:00:00,23,0,0,11,0,0,23,0,57
2019-03-03 02:00:00,11,0,0,0,0,0,23,0,34
2019-03-03 03:00:00,0,0,0,0,0,0,23,0,23
2019-03-03 04:00:00,0,0,0,0,0,0,23,0,23
2019-03-03 05:00:00,11,0,0,0,0,0,0,0,11
2019-03-03 06:00:00,0,0,0,0,0,0,23,0,23
2019-03-03 07:00:00,11,0,0,0,0,0,23,0,34
2019-03-03 08:00:00,0,0,0,0,0,0,35,0,35
2019-03-03 09:00:00,47,11,0,0,0,0,47,0,105
2019-03-03 10:00:00,35,0,0,23,11,23,35,0,127
2019-03-03 11:00:00,59,59,0,47,11,35,70,35,316
2019-03-03 12:00:00,106,106,0,70,0,188,306,23,799
2019-03-03 13:00:00,295,283,11,70,23,165,424,11,1282
2019-03-03 14:00:00,165,200,11,59,118,165,377,0,1095
2019-03-03 15:00:00,165,59,23,47,82,82,153,35,646
2019-03-03 16:00:00,94,94,11,47,0,70,141,0,457
2019-03-03 17:00:00,35,23,0,47,35,11,177,0,328
2019-03-03 18:00:00,35,59,0,11,0,23,59,23,210
2019-03-03 19:00:00,0,0,0,0,0,0,35,0,35
2019-03-03 20:00:00,11,0,11,11,0,0,35,0,68
2019-03-03 21:00:00,0,0,0,0,0,0,23,0,23
2019-03-03 22:00:00,0,11,0,0,0,0,23,0,34
2019-03-03 23:00:00,0,23,0,0,0,0,0,0,23
2019-03-04 00:00:00,0,0,0,11,0,0,11,0,22
2019-03-04 01:00:00,0,0,0,11,0,0,11,0,22
2019-03-04 02:00:00,0,0,0,11,0,0,0,0,11
2019-03-04 03:00:00,0,0,0,0,0,0,0,0,0
2019-03-04 04:00:00,0,0,0,0,0,0,0,0,0
2019-03-04 05:00:00,0,11,0,11,0,0,35,0,57
2019-03-04 06:00:00,59,0,0,11,0,0,23,11,104
2019-03-04 07:00:00,106,35,0,0,11,0,35,59,246
2019-03-04 08:00:00,94,47,0,23,0,11,82,94,351
2019-03-04 09:00:00,47,23,0,11,0,0,82,23,186
2019-03-04 10:00:00,11,23,11,11,11,0,59,0,126
2019-03-04 11:00:00,35,59,0,23,23,11,94,35,280
2019-03-04 12:00:00,94,94,11,0,11,23,94,47,374
2019-03-04 13:00:00,94,47,23,23,23,59,82,47,398
2019-03-04 14:00:00,153,35,23,23,11,0,82,82,409
2019-03-04 15:00:00,153,11,59,11,0,0,70,23,327
2019-03-04 16:00:00,106,47,11,11,11,11,94,23,314
2019-03-04 17:00:00,23,11,11,11,11,11,70,11,159
2019-03-04 18:00:00,0,11,0,11,11,11,11,0,55
2019-03-04 19:00:00,0,59,11,23,11,11,35,0,150
2019-03-04 20:00:00,35,0,11,0,11,11,47,11,126
2019-03-04 21:00:00,0,11,11,0,11,11,35,0,79
2019-03-04 22:00:00,0,0,0,0,0,0,11,0,11
2019-03-04 23:00:00,0,0,11,11,0,0,35,0,57
2019-03-05 00:00:00,0,0,0,23,0,0,0,11,34
2019-03-05 01:00:00,0,0,0,0,0,0,0,0,0
2019-03-05 02:00:00,0,0,0,0,0,0,0,0,0
2019-03-05 03:00:00,0,0,11,0,0,0,0,0,11
2019-03-05 04:00:00,11,0,0,0,0,0,0,11,22
2019-03-05 05:00:00,11,0,0,0,0,0,0,11,22
2019-03-05 06:00:00,35,11,0,0,0,0,23,11,80
2019-03-05 07:00:00,0,11,0,0,0,0,0,23,34
2019-03-05 08:00:00,106,23,11,23,0,0,35,59,257
2019-03-05 09:00:00,82,0,23,0,0,0,35,47,187
2019-03-05 10:00:00,35,35,23,0,11,11,59,35,209
2019-03-05 11:00:00,70,23,47,11,11,11,47,11,231
2019-03-05 12:00:00,177,70,23,11,11,0,129,94,515
2019-03-05 13:00:00,70,47,35,11,0,11,94,35,303
2019-03-05 14:00:00,129,82,47,0,11,35,94,141,539
2019-03-05 15:00:00,70,70,47,0,23,35,165,35,445
